"Character H-ID",s,"Family name","Given name(s)",Nickname,"Page First Mentioned",Gender,Number,Religion,"Religious attribution","Religious conversion",Vitality,"Cause of death",Non-human,"Country of birth","Text H-ID","Text RecordTitle",rec_Title
1144,,"Shepherd boy",Unknown,,71,Male,Single,Unknown,,,,,,,28,"Train to Pakistan","Shepherd boy, Unknown in Train to Pakistan"
1145,,"Old Peasant who was murdered",Unknown,,73,Male,Group,Muslim,Speculation,,,,,,28,"Train to Pakistan","Old Peasant who was murdered, Unknown in Train to Pakistan"
1151,,"Sentry Sahib",Unknown,,61,Male,Single,Unknown,,,,,,,28,"Train to Pakistan","Sentry Sahib, Unknown in Train to Pakistan"
1153,,"Muslim Officer",Unknown,,69,Male,Single,Muslim,,,,,,,28,"Train to Pakistan","Muslim Officer, Unknown in Train to Pakistan"
1154,,"Pathan Soldiers",Unknown,,68,Male,Group,Muslim,Definitional,,,,,,28,"Train to Pakistan","Pathan Soldiers, Unknown in Train to Pakistan"
1155,,"Sikh Officer",Unknown,,69,Male,Single,Sikh,Definitional,,,,,,28,"Train to Pakistan","Sikh Officer, Unknown in Train to Pakistan"
1159,,"Muslim League",Unknown,,37,Unknown,Group,Muslim,Definitional,,,,,,28,"Train to Pakistan","Muslim League, Unknown in Train to Pakistan"
1162,,"Gardener's wife",Unknown,,44,Female,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Gardener's wife, Unknown in Sunlight on a Broken Column"
1184,,"Party of Hijras in Chundunnugger",Unknown,,53,Hijra,Group,Unaffiliated,"Other-identified.Character other-attributed",,,,,,28,"Train to Pakistan","Party of Hijras in Chundunnugger, Unknown in Train to Pakistan"
1185,,"European memsahibs",Unknown,,55,Female,Group,Unknown,,,,,,,28,"Train to Pakistan","European memsahibs, Unknown in Train to Pakistan"
1187,,"Policeman 2 (Police Station)",Unknown,,57,Male,Single,Sikh,Speculation,,,,,,28,"Train to Pakistan","Policeman 2 (Police Station), Unknown in Train to Pakistan"
1189,,"Policeman 3 (Police Station)",Unknown,,57,Male,Single,Sikh,Speculation,,,,,,28,"Train to Pakistan","Policeman 3 (Police Station), Unknown in Train to Pakistan"
1206,,"Soldier 1 in the Train Station",Unknown,,61,Male,Single,Unknown,Speculation,,,,,,28,"Train to Pakistan","Soldier 1 in the Train Station, Unknown in Train to Pakistan"
1207,,"Group of Prisoners 1",Unknown,,61,Unknown,Group,Unknown,Definitional,,,,,,28,"Train to Pakistan","Group of Prisoners 1, Unknown in Train to Pakistan"
1212,,"Mano Majra Villagers",Unknown,,61,Unknown,Group,Sikh,Definitional,,,,,,28,"Train to Pakistan","Mano Majra Villagers, Unknown in Train to Pakistan"
1234,,Singh,Kishan,,105,Male,Single,Sikh,Definitional,,,,,,34,Tamas,"Singh, Kishan in Tamas"
1236,,Singh,"Sardar Hari",,105,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Singh, Sardar Hari in Tamas"
1237,,Sikhs,Nihang,,105,Male,Group.Male-dominant,Sikh,Nominal,,,,,,34,Tamas,"Sikhs, Nihang in Tamas"
1238,,"Bead maker","Bishan Singh",,106,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Bead maker, Bishan Singh in Tamas"
1241,,Rasool,"Sheikh Ghulam",,106,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Rasool, Sheikh Ghulam in Tamas"
1244,,"Congregation of women in Gurudwara",Unknown,,105,Female,Faction,Sikh,,,,,,,34,Tamas,"Congregation of women in Gurudwara, Unknown in Tamas"
1245,,"Chief of congregation","Sardar Teja Singh",,107,Male,Single,Sikh,Definitional,,,,,,34,Tamas,"Chief of congregation, Sardar Teja Singh in Tamas"
1246,,Singh,Pritam,,107,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Singh, Pritam in Tamas"
1247,,Oilman,Rahim,,108,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Oilman, Rahim in Tamas"
1248,,Schoolmaster,"Fazal Deen",,108,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Schoolmaster, Fazal Deen in Tamas"
1256,,Farmers,Unknown,,106,Male,Group,Muslim,"Other-identified.Narrator other-attributed",,,,,,34,Tamas,"Farmers, Unknown in Tamas"
1257,,Naanbai,Unknown,,63,Male,Group,Muslim,"Other-identified.Narrator other-attributed",,,,,,34,Tamas,"Naanbai, Unknown in Tamas"
1260,,"Congress Committee Member","Mahatma Gandhi",,25,Male,Single,Hindu,,,,,,,34,Tamas,"Congress Committee Member, Mahatma Gandhi in Tamas"
1265,,Fakir,Unknown,,23,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Fakir, Unknown in Tamas"
1269,,Dad,Allah,,110,Male,Single,Muslim,,,,,,,34,Tamas,"Dad, Allah in Tamas"
1270,,Dei,Channan,,110,Female,Single,Hindu,Speculation,,,,,,34,Tamas,"Dei, Channan in Tamas"
1271,,Singh,Gopal,,110,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Singh, Gopal in Tamas"
1272,,Khan,Noor,,110,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Khan, Noor in Tamas"
1274,,Malang,Kalu,,112,Male,Single,Muslim,Speculation,,,,,,34,Tamas,"Malang, Kalu in Tamas"
1275,,Butcher,Ashraf,,112,Male,Single,Muslim,Nominal,,,,FALSE,,34,Tamas,"Butcher, Ashraf in Tamas"
1276,,Oilman,Nabi,,112,Male,Single,Muslim,,,,,,,34,Tamas,"Oilman, Nabi in Tamas"
1278,,Goldsmith,"Sardar Mangal Singh",,112,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Goldsmith, Sardar Mangal Singh in Tamas"
1279,,"Cloth Merchant","Pritam Singh",,112,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Cloth Merchant, Pritam Singh in Tamas"
1280,,Grocer,"Bhagat Singh",,112,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Grocer, Bhagat Singh in Tamas"
1281,,Singh,Baldev,,113,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Singh, Baldev in Tamas"
1282,,Blacksmith,"Karim Bakhsh",,113,Male,Single,Muslim,Speculation,,,,,,34,Tamas,"Blacksmith, Karim Bakhsh in Tamas"
1289,,Rioters,Unknown,,100,Male,Mob,Muslim,,,,,,,34,Tamas,"Rioters, Unknown in Tamas"
1299,,"Akran Ali's friend",Unknown,,117,Female,Single,Muslim,Speculation,,,,,,34,Tamas,"Akran Ali's friend, Unknown in Tamas"
1322,,"Mullah from the Mosque",Unknown,,123,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Mullah from the Mosque, Unknown in Tamas"
1327,,"Train Passengers",Unknown,,24,Unknown,Group,Unknown,,,,,,,28,"Train to Pakistan","Train Passengers, Unknown in Train to Pakistan"
1333,,Sweeper,Unknown,,17,Male,Single,Unknown,,,,,,,28,"Train to Pakistan","Sweeper, Unknown in Train to Pakistan"
1355,,Hindus,Unknown,,7,Unknown,Group,Hindu,,,,,,,28,"Train to Pakistan","Hindus, Unknown in Train to Pakistan"
1359,,Unknown,"Indian and Pakistani police",,77,Male,Group.Male-dominant,Unknown,"Other-identified.Character other-attributed",,,,,,37,Pinjar,"Unknown, Indian and Pakistani police in Pinjar"
1368,,"Women from Mano Majra",Unknown,,7,Female,Group.Female-dominant,Unknown,,,,,,,28,"Train to Pakistan","Women from Mano Majra, Unknown in Train to Pakistan"
1372,,"Muslim Visitor",Unknown,,28,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,,28,"Train to Pakistan","Muslim Visitor, Unknown in Train to Pakistan"
1380,,"Officer in charge of the unit of Sikh soldiers",Unknown,,42,Male,Single,Sikh,Speculation,,,,,,28,"Train to Pakistan","Officer in charge of the unit of Sikh soldiers, Unknown in Train to Pakistan"
1383,,"Loitering Villagers",Unknown,,42,Unknown,Group,Unknown,,,,,,,28,"Train to Pakistan","Loitering Villagers, Unknown in Train to Pakistan"
1384,,"Man sent to Chundunnugger",Unknown,,42,Male,Single,Unknown,,,,,,,28,"Train to Pakistan","Man sent to Chundunnugger, Unknown in Train to Pakistan"
1399,,Government,Unknown,,167,Unknown,Group,Unaffiliated,,,,,,,25,"Sunlight on a Broken Column","Government, Unknown in Sunlight on a Broken Column"
1432,,"Posse of 10 men",Unknown,,31,Male,Group.Male-dominant,Unknown,,,,,,,28,"Train to Pakistan","Posse of 10 men, Unknown in Train to Pakistan"
1445,,"Mano Majra Sikhs",Unknown,,53,Unknown,Group,Sikh,Definitional,,,,,,28,"Train to Pakistan","Mano Majra Sikhs, Unknown in Train to Pakistan"
1452,,"2 Policemen accompanying Iqbal and Juggut to Police Station in Chundunnugger",Unknown,,36,Male,Group,Unknown,,,,,,,28,"Train to Pakistan","2 Policemen accompanying Iqbal and Juggut to Police Station in Chundunnugger, Unknown in Train to Pakistan"
1455,,"Sikh Troops",Unknown,,37,Unknown,Group,Sikh,Definitional,,,,,,28,"Train to Pakistan","Sikh Troops, Unknown in Train to Pakistan"
1462,,"Chundunnugger Constables",Unknown,,38,Male,Group,Unknown,,,,,,,28,"Train to Pakistan","Chundunnugger Constables, Unknown in Train to Pakistan"
1468,,Subinspector,Unknown,,14,Male,Single,Sikh,,,,,,,28,"Train to Pakistan","Subinspector, Unknown in Train to Pakistan"
1475,,"Dacoits including Malli who later get arrested.",Unknown,,9,Male,Group.Male-dominant,Unknown|Sikh,"Other-identified.Character other-attributed",,,,,,28,"Train to Pakistan","Dacoits including Malli who later get arrested., Unknown in Train to Pakistan"
1479,,"Ranvir, Indra, Manohar, Shambhu","4 'warriors'",,89,Male,Group.Male-dominant,Hindu,Self-identified,,,,,,34,Tamas,"Ranvir, Indra, Manohar, Shambhu, 4 'warriors' in Tamas"
1481,,"Sikh Peasants of Mano Majra",Unknown,,69,Unknown,Group,Sikh,Definitional,,,,,,28,"Train to Pakistan","Sikh Peasants of Mano Majra, Unknown in Train to Pakistan"
1487,,Unknown,Indra,,89,Male,Single,Hindu,Definitional,,,,,,34,Tamas,"Unknown, Indra in Tamas"
1492,,Unknown,Shambhu,,88,Male,Single,Hindu,Definitional,,,,,,34,Tamas,"Unknown, Shambhu in Tamas"
1496,,Lal,Manohar,,88,Male,Single,Hindu,,,,,,,34,Tamas,"Lal, Manohar in Tamas"
1503,,"Hukum Chand's driver",Unknown,,47,Male,Single,Unknown,,,,,,,28,"Train to Pakistan","Hukum Chand's driver, Unknown in Train to Pakistan"
1504,,Mahmud,"Mahmud the Dhobi",,89,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Mahmud, Mahmud the Dhobi in Tamas"
1505,,Unknown,"Rahman the Hammam Keeper",,89,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Unknown, Rahman the Hammam Keeper in Tamas"
1506,,Khan,"Nawabzada Jalal Khan",,89,Male,Single,Muslim,Other-identified,,,,,,34,Tamas,"Khan, Nawabzada Jalal Khan in Tamas"
1507,,Unknown,"Miyan ji",,90,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Unknown, Miyan ji in Tamas"
1508,,Chunilal,Babu,,90,Male,Single,Hindu,,,,,,,34,Tamas,"Chunilal, Babu in Tamas"
1509,,Unknown,"The Perfume Seller (Hawker)",,90,Male,Single,Muslim,,,,,,,34,Tamas,"Unknown, The Perfume Seller (Hawker) in Tamas"
1510,,"Old woman who accompanies Haseena Begum",Unknown,,18,Female,Single,Unknown,,,,,,,28,"Train to Pakistan","Old woman who accompanies Haseena Begum, Unknown in Train to Pakistan"
1511,,Arjuna,"From Mahabharata, Arjun",,91,Male,Single,Hindu,,,,,,,34,Tamas,"Arjuna, From Mahabharata, Arjun in Tamas"
1519,,Singha,Daleep,,71,Male,Group,Sikh,Nominal,,,,,,28,"Train to Pakistan","Singha, Daleep in Train to Pakistan"
1520,,"Second villager who came tp report about the river",Unknown,,71,Unknown,Single,Sikh,Speculation,,,,,,28,"Train to Pakistan","Second villager who came tp report about the river, Unknown in Train to Pakistan"
1568,,"Sweeper's Father",Unknown,,17,Male,Single,Unknown,,,,,,,28,"Train to Pakistan","Sweeper's Father, Unknown in Train to Pakistan"
1587,,Sahib,Sardar,,75,Male,Single,Sikh,Nominal,,,,,,28,"Train to Pakistan","Sahib, Sardar in Train to Pakistan"
1589,,Cobbler,Unknown,,45,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Cobbler, Unknown in Tamas"
1590,,"Tonga Driver",Unknown,,45,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Tonga Driver, Unknown in Tamas"
1591,,"Ranvir's Classmate",Hamid,,45,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Ranvir's Classmate, Hamid in Tamas"
1594,,"Family living next door to Ranvir",Unknown,,45,Unknown,Group,Muslim,Definitional,,,,,,34,Tamas,"Family living next door to Ranvir, Unknown in Tamas"
1600,,Oilmen,Unknown,,106,Male,Group,Muslim,,,,,,,34,Tamas,"Oilmen, Unknown in Tamas"
1602,,"Congregation of men in Gurudwara",Unknown,,105,Male,Faction,Sikh,Definitional,,,,,,34,Tamas,"Congregation of men in Gurudwara, Unknown in Tamas"
1638,,"Sardar Hakim Singh's wife",Unknown,,58,Female,Single,Sikh,Nominal,,,,,,34,Tamas,"Sardar Hakim Singh's wife, Unknown in Tamas"
1639,,"Gurkha Chowkidar",Rambali,,59,Male,Single,Hindu,,,,,,,34,Tamas,"Gurkha Chowkidar, Rambali in Tamas"
1640,,Unknown,"Kalu the sweeper",,95,Male,Single,Christian,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Unknown, Kalu the sweeper in Tamas"
1641,,"Not Applicable",Chamars,,62,Unknown,Group,Unknown,,,,,,,34,Tamas,"Not Applicable, Chamars in Tamas"
1644,,Unknown,Jilani,,60,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Unknown, Jilani in Tamas"
1646,,"Low Caste/Chamar",Nathu,,61,Male,Single,Hindu,Nominal,,,,,,34,Tamas,"Low Caste/Chamar, Nathu in Tamas"
1647,,Ali,Murad,,61,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Ali, Murad in Tamas"
1653,,"Congress Announcer",Shankar,,62,Male,Single,Hindu,Nominal,,,,,,34,Tamas,"Congress Announcer, Shankar in Tamas"
1654,,Coolie,Unknown,,62,Male,Single,Unknown,,,,,,,34,Tamas,"Coolie, Unknown in Tamas"
1657,,Sahab,Pir,,64,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Sahab, Pir in Tamas"
1658,,"Men sitting at Naan Shop",Unknown,,62,Male,Group.Male-dominant,Unknown,,,,,,,34,Tamas,"Men sitting at Naan Shop, Unknown in Tamas"
1667,,Unknown,"The man across the field",,93,Unknown,Single,Unknown,,,,,,,34,Tamas,"Unknown, The man across the field in Tamas"
1676,,Unknown,"Group of villagers",,72,Male,Group.Male-dominant,Muslim,"Other-identified.Character other-attributed",,,,,,37,Pinjar,"Unknown, Group of villagers in Pinjar"
1705,,"Begum Waheed's and Mrs Wadia's chauffeurs",Unknown,,129,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Begum Waheed's and Mrs Wadia's chauffeurs, Unknown in Sunlight on a Broken Column"
1712,,Unknown,"Begum Waheeda",,129,Female,Single,Muslim,Nominal,,,,,,25,"Sunlight on a Broken Column","Unknown, Begum Waheeda in Sunlight on a Broken Column"
1717,,"Unknown Muslim Girl",Unknown,,132,Female,Single,Muslim,Nominal,,,,,,25,"Sunlight on a Broken Column","Unknown Muslim Girl, Unknown in Sunlight on a Broken Column"
1718,,"Unknown Hindu Boy",Unknown,,132,Male,Single,Hindu,Nominal,,,,,,25,"Sunlight on a Broken Column","Unknown Hindu Boy, Unknown in Sunlight on a Broken Column"
1727,,Unknown,Majida,,149,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Majida in Sunlight on a Broken Column"
1735,,Unknown,"Begum Waheed",,129,Female,Single,Muslim,Nominal,,,,,,25,"Sunlight on a Broken Column","Unknown, Begum Waheed in Sunlight on a Broken Column"
1737,,"Mrs Wadia",Unknown,,129,Female,Single,Unaffiliated,Self-identified,,,,,,25,"Sunlight on a Broken Column","Mrs Wadia, Unknown in Sunlight on a Broken Column"
1738,,Unknown,"Hakiman Bua",,149,Female,Single,Unknown,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Hakiman Bua in Sunlight on a Broken Column"
1742,,Unknown,Unknown,,220,Unknown,Group.Male-dominant,Unknown,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Unknown in Sunlight on a Broken Column"
1743,,Unknown,Unknown,,220,Male,Single,Unknown,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Unknown in Sunlight on a Broken Column"
1747,,Unknown,Unknown,,223,Male,Single,Unknown,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Unknown in Sunlight on a Broken Column"
1748,,Unknown,Laila,,223,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Laila in Sunlight on a Broken Column"
1749,,Unknown,"Raja Chacha",,223,Male,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Raja Chacha in Sunlight on a Broken Column"
1750,,Ali,Raza,,223,Male,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Ali, Raza in Sunlight on a Broken Column"
1751,,"Unkown :","Raja of Amirpur",,223,Male,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unkown :, Raja of Amirpur in Sunlight on a Broken Column"
1769,,Unknown,Taluqdaars,,225,Unknown,Faction,Unknown,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Taluqdaars in Sunlight on a Broken Column"
1771,,Unknown,Aunt,,225,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Aunt in Sunlight on a Broken Column"
1772,,Unknown,"Women's organisations",,225,Female,Faction,Muslim,"Other-identified.Character other-attributed",,,,,,25,"Sunlight on a Broken Column","Unknown, Women's organisations in Sunlight on a Broken Column"
1775,,Unknown,"Muslim League",,225,Unknown,Faction,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Muslim League in Sunlight on a Broken Column"
1776,,Unknown,"National Guard",,225,Unknown,Faction,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, National Guard in Sunlight on a Broken Column"
1778,,Unknown,"Nadira's Mother",,225,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Nadira's Mother in Sunlight on a Broken Column"
1786,,Unknown,Nandini,,227,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Nandini in Sunlight on a Broken Column"
1787,,Unknown,Saliman,,227,Male,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Saliman in Sunlight on a Broken Column"
1794,,Unknown,Nizaman,,228,Unknown,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Nizaman in Sunlight on a Broken Column"
1795,,Unknown,Ayah,,228,Female,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Ayah in Sunlight on a Broken Column"
1796,,"Nandi's father",Unknown,,97,Male,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Nandi's father, Unknown in Sunlight on a Broken Column"
1798,,Unknown,Visitors,,230,Unknown,Mob,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Visitors in Sunlight on a Broken Column"
1816,,Unknown,British,,232,Unknown,Faction,Christian,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, British in Sunlight on a Broken Column"
1817,,Unknown,Hindu,,232,Unknown,Faction,Hindu,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Hindu in Sunlight on a Broken Column"
1818,,Unknown,Muslim,,233,Unknown,Faction,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Muslim in Sunlight on a Broken Column"
1819,,Unknown,Congress,,233,Unknown,Faction,Unaffiliated,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Congress in Sunlight on a Broken Column"
1820,,Unknown,"Begum Waheed",,235,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Begum Waheed in Sunlight on a Broken Column"
1838,,Unknown,"Old Man",,239,Unknown,Single,Unknown,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Old Man in Sunlight on a Broken Column"
1851,,Unknown,Asad,,243,Male,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Asad in Sunlight on a Broken Column"
1853,,Unknown,"Baba Jan",,243,Male,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Baba Jan in Sunlight on a Broken Column"
1861,,Unknown,Begum,,245,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Begum in Sunlight on a Broken Column"
1871,,"People who would oppose the relationship of Laila and Ameer",Unknown,,247,Unknown,Group,Unaffiliated,,,,,,,25,"Sunlight on a Broken Column","People who would oppose the relationship of Laila and Ameer, Unknown in Sunlight on a Broken Column"
1905,,Chicken,Unknown,,45,Unknown,Single,Unaffiliated,Definitional,,,,,,34,Tamas,"Chicken, Unknown in Tamas"
1906,,"Nandi's husband",Unknown,,253,Male,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Nandi's husband, Unknown in Sunlight on a Broken Column"
1928,,Singh,Ram,,273,Female,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Singh, Ram in Sunlight on a Broken Column"
1933,,Wadia,Perin,,276,Female,Single,Hindu,,,,,,,25,"Sunlight on a Broken Column","Wadia, Perin in Sunlight on a Broken Column"
1939,,"Leader of the Youth Group",Bodhraj,,47,Male,Single,Hindu,Definitional,,,,,,34,Tamas,"Leader of the Youth Group, Bodhraj in Tamas"
1941,,"Member of the Youth Group",Dharamraj,,47,Male,Single,Hindu,Definitional,,,,,,34,Tamas,"Member of the Youth Group, Dharamraj in Tamas"
1943,,"Mastaram, Bodhraj's father",Babu,,47,Male,Single,Hindu,Definitional,,,,,,34,Tamas,"Mastaram, Bodhraj's father, Babu in Tamas"
1962,,Hasan,Mohsin,,58,Male,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Hasan, Mohsin in Sunlight on a Broken Column"
1976,,Vendor,Nathoo,,58,Male,Single,Hindu,,,,,,,25,"Sunlight on a Broken Column","Vendor, Nathoo in Sunlight on a Broken Column"
1977,,Vendor,Shubhrati,,58,Female,Single,Hindu,,,,,,,25,"Sunlight on a Broken Column","Vendor, Shubhrati in Sunlight on a Broken Column"
1978,,Vendor,"Lal Mian",,58,Male,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Vendor, Lal Mian in Sunlight on a Broken Column"
2014,,"Fruit and Vegetable Seller",Kalloo,,58,Male,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Fruit and Vegetable Seller, Kalloo in Sunlight on a Broken Column"
2015,,Bangle-seller,Kariman,,59,Female,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Bangle-seller, Kariman in Sunlight on a Broken Column"
2017,,"Laila's nursemaid","Hakiman Bua",,59,Female,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Laila's nursemaid, Hakiman Bua in Sunlight on a Broken Column"
2019,,Shah,Kamli,,59,Male,Single,Muslim,,,,,,,25,"Sunlight on a Broken Column","Shah, Kamli in Sunlight on a Broken Column"
2028,,"King's groom's grand-daughter",Unknown,,147,Female,Single,Christian,Speculation,,,,,,25,"Sunlight on a Broken Column","King's groom's grand-daughter, Unknown in Sunlight on a Broken Column"
2029,,Unknown,Majida,,60,Female,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Majida in Sunlight on a Broken Column"
2030,,Taluqdars,Unknown,,146,Unknown,Group.Male-dominant,Unknown,,,,,,,25,"Sunlight on a Broken Column","Taluqdars, Unknown in Sunlight on a Broken Column"
2039,,Unknown,Zahra,,60,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Unknown, Zahra in Sunlight on a Broken Column"
2043,,Das,Ram,,60,Male,Single,Hindu,,,,,,,25,"Sunlight on a Broken Column","Das, Ram in Sunlight on a Broken Column"
2051,,"Manager of the estate","Naib Sahib",,60,Male,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Manager of the estate, Naib Sahib in Sunlight on a Broken Column"
2052,,Accountant,"Lala Ji",,60,Male,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Accountant, Lala Ji in Sunlight on a Broken Column"
2054,,"Jumman's wife's brother's aunt",Unknown,,61,Female,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Jumman's wife's brother's aunt, Unknown in Sunlight on a Broken Column"
2061,,"Jumman's wife's brother's aunt's son",Unknown,,61,Male,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Jumman's wife's brother's aunt's son, Unknown in Sunlight on a Broken Column"
2070,,Unknown,Maid-servants,,82,Female,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Unknown, Maid-servants in Sunlight on a Broken Column"
2075,,Unknown,"Baba Mian",,82,Male,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Baba Mian in Sunlight on a Broken Column"
2077,,Unknown,"Women from the barbers' families",,84,Female,Group,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Women from the barbers' families in Sunlight on a Broken Column"
2079,,Unknown,"Women who had passed through the stage of tears and sighs",,84,Female,Group,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Women who had passed through the stage of tears and sighs in Sunlight on a Broken Column"
2080,,Unknown,"Aunt Majida",,84,Female,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Aunt Majida in Sunlight on a Broken Column"
2081,,Unknown,"Rani of Amirpur",,84,Female,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Rani of Amirpur in Sunlight on a Broken Column"
2082,,Unknown,"Rani Sahiba",,84,Female,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Rani Sahiba in Sunlight on a Broken Column"
2083,,Unknown,"Rani Sahiba’s daughters in law",,84,Female,Group,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Rani Sahiba’s daughters in law in Sunlight on a Broken Column"
2084,,Unknown,"Little boys of eleven",,84,Male,Group,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Little boys of eleven in Sunlight on a Broken Column"
2085,,Unknown,"Rani Sahiba’s daughters",,84,Female,Group,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Rani Sahiba’s daughters in Sunlight on a Broken Column"
2086,,Unknown,"Rani Sahiba’s companions",,84,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Unknown, Rani Sahiba’s companions in Sunlight on a Broken Column"
2088,,Unknown,"Rani Sahibas’s maid servants",,84,Female,Group,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Rani Sahibas’s maid servants in Sunlight on a Broken Column"
2090,,Unknown,"Waiting women",,84,Female,Group,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Waiting women in Sunlight on a Broken Column"
2091,,"Zahra and Laila's friends",Unknown,,63,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Zahra and Laila's friends, Unknown in Sunlight on a Broken Column"
2093,,"The Hakim's wife",Unknown,,63,Female,Single,Muslim,,,,,,,25,"Sunlight on a Broken Column","The Hakim's wife, Unknown in Sunlight on a Broken Column"
