"Text place H-ID","Place name","Location religion","Religious attribution",Geolocation,"Geolocation Page",Mentioned,"Text pointer H-ID","Text pointer RecordTitle","Location pointer H-ID","Location pointer RecordTitle"
3961,"Lal Kurti Cantonment",,,TRUE,,,3938,"The Crimson Tonga",,
3977,Unidentified,,,FALSE,,,3966,"Proper Use",,
3981,Amritsar,,,TRUE,,,3979,"Sweet Moment",,
3982,Bombay,,,TRUE,,,3979,"Sweet Moment",,
3985,Gwalior,,,TRUE,,,3979,"Sweet Moment",,
3997,Unknown,Unknown,,TRUE,,,3990,"FOR NECESSARY ACTION",,
4021,"The house",,,FALSE,,,4002,"The Butcher",,
4036,"Road between Ludhiana and Jalandhar",Sikh,Definitional,TRUE,,,4002,"The Butcher",,
4037,Ludhiana,Sikh,Definitional,TRUE,97,TRUE,4002,"The Butcher",3157,Ludhiana
4116,Lahore,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4120,Karachi,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4122,"West Punjab",,,CREATED,,TRUE,4080,"A Tale of 1947",,
4124,Bombay,,,CREATED,,FALSE,4080,"A Tale of 1947",,
4128,Madras,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4133,Benaras,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4136,Ahmedabad,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4175,Rambagh,Unaffiliated,,TRUE,165,,4048,Sympathy,4179,Rambagh
4176,"Ramdas Sarai",Sikh,Self-identified,TRUE,,,4048,Sympathy,4177,"Ramdas Sarai"
4199,Pakistan,Muslim,,FALSE,,,4048,Sympathy,,
4320,Spain,Unknown,,CREATED,,FALSE,4281,"The New Constitution",4321,Spain
4322,"The Mall",,,CREATED,,FALSE,4281,"The New Constitution",4335,Shahrah-e-Quaid-e-Azam
4323,"Station Adda",,,FALSE,,FALSE,4281,"The New Constitution",,
4324,India,,,CREATED,,TRUE,4281,"The New Constitution",2993,India
4325,Hindustan,,,CREATED,,TRUE,4281,"The New Constitution",2993,India
4326,"District Courts",,,CREATED,,FALSE,4281,"The New Constitution",4337,"District Courts Lahore"
4327,Anarkali,,,CREATED,,TRUE,4281,"The New Constitution",4334,"Anarkali Bazaar"
4328,"Dino's Shop",,,CREATED,,FALSE,4281,"The New Constitution",4334,"Anarkali Bazaar"
4329,Peshawar,,,CREATED,,FALSE,4281,"The New Constitution",4330,Peshawar
4331,"Government College",,,CREATED,,FALSE,4281,"The New Constitution",4336,"Government College University Lahore (GCUL)"
4332,Mozang,,,CREATED,,,4281,"The New Constitution",4333,"Mozang Chungi"
4338,"Choudhry Khuda Bux",,,MAYBE,131,FALSE,4281,"The New Constitution",,
4339,"The stable",,,MAYBE,131,FALSE,4281,"The New Constitution",,
4340,"Mangu's bedroom",,,FALSE,,FALSE,4281,"The New Constitution",,
4341,"Auto showroom",,,MAYBE,133,TRUE,4281,"The New Constitution",,
4342,Cantonment,,,CREATED,,FALSE,4281,"The New Constitution",4343,"Lahore Cantonment"
4344,"Hira Mandi",,,CREATED,,TRUE,4281,"The New Constitution",4345,"Shahi Mohallah"
4346,"Police station",,,MAYBE,135,FALSE,4281,"The New Constitution",,
4351,Ludhiana,,,TRUE,,,3281,"Jathedar Mukand Singh",,
4356,"Narhali Village",Sikh,Definitional,TRUE,,,3281,"Jathedar Mukand Singh",,
4360,"Theekri Majra",Muslim,Nominal,TRUE,,,3281,"Jathedar Mukand Singh",,
4371,India,,,TRUE,,,4368,"A Girl from Delhi",2993,India
4373,"Delhi's red light quarter",Muslim,,FALSE,,,4368,"A Girl from Delhi",,
4374,Delhi,,,TRUE,,,4368,"A Girl from Delhi",3108,Delhi
4375,Pakistan,Muslim,,TRUE,94,,4368,"A Girl from Delhi",,
4376,"Nasim Akhtar's kotha",Muslim,,FALSE,,,4368,"A Girl from Delhi",,
4377,Anandgarh,,,MAYBE,,,4364,"From Khanni to Bhikhi",,
4378,"Street around the corner from the kotha",,,FALSE,,,4368,"A Girl from Delhi",,
4395,"Mughal Chak",Sikh,,TRUE,,,4381,Sikhism,4386,"Mughal Chak"
4396,Mannawala,Sikh,,TRUE,,TRUE,4381,Sikhism,4387,Mannawala
4397,"Gujranwala Refugee Camp",Unknown,,MAYBE,,,4381,Sikhism,4388,"Gujranwala Refugee Camp"
4398,"Qazi da Kot",Muslim,,TRUE,,,4381,Sikhism,4389,"Qazi da Kot"
4399,"Dera Baba Nanak",Unknown,,TRUE,,,4381,Sikhism,4390,"Dera Baba Nanak"
4400,"Rawalpindi division",Sikh|Hindu,,TRUE,,,4381,Sikhism,4391,"Rawalpindi Division"
4401,"Guru Nanak Khalsa College, Gujranwala",Sikh,,MAYBE,,TRUE,4381,Sikhism,4392,"Guru Nanak Khalsa College, Gujranwala"
4402,Gharjhakh,Sikh,,TRUE,,,4381,Sikhism,4393,Gharjhakh
4453,"Big residential house",,,FALSE,,,4443,Cooperation,,
4454,Room,,,FALSE,,,4443,Cooperation,,
4474,"The street",,,FALSE,,,4469,Division,,
4475,"Safe spot",,,FALSE,,,4469,Division,,
4498,Amethi,,,TRUE,,,4042,"Ek Onkar Satnam - 1935",4499,Amethi
4505,"Baqir's house",,,FALSE,,,4042,"Ek Onkar Satnam - 1935",,
4515,"Roorkee canal",,,TRUE,,,4042,"Ek Onkar Satnam - 1935",4516,"Roorkee Canal"
4523,"Refugee caravan",,,FALSE,,,4042,"Ek Onkar Satnam - 1935",,
4539,Bombay,,,TRUE,,,4204,"Jinnah Sahib",,
4549,Lahore,Muslim,Definitional,TRUE,,,4204,"Jinnah Sahib",,
4553,Delhi,,,TRUE,,,4204,"Jinnah Sahib",,
4570,"Mount Pleasant Road, Malabar Hill.",,,TRUE,,,4204,"Jinnah Sahib",,
4577,Village,Muslim,Speculation,MAYBE,,,4525,"The Great Divide",3448,Punjab
4578,"Karim's field",,,MAYBE,,,4525,"The Great Divide",3448,Punjab
4579,"Karim's house",,,MAYBE,,,4525,"The Great Divide",3448,Punjab
4580,"Village common",,,MAYBE,,,4525,"The Great Divide",3448,Punjab
4582,Mosque,Muslim,Definitional,MAYBE,,,4525,"The Great Divide",3448,Punjab
4593,Purqazi,Unknown,,TRUE,131,,4042,"Ek Onkar Satnam - 1935",4594,Purqazi
4597,"Government Hospital",Unknown,,FALSE,,,4042,"Ek Onkar Satnam - 1935",,
4602,"Sayyid Mehmood Ghazi’s dargah",Muslim,Definitional,FALSE,,,4042,"Ek Onkar Satnam - 1935",,
4636,Punjab,Muslim,,TRUE,93,,4204,"Jinnah Sahib",4637,"Punjab in Pakistan"
4639,Pakistan,Muslim,,TRUE,,,4204,"Jinnah Sahib",4640,Pakistan
4651,Mootri,Unknown,,CREATED,78,TRUE,4644,"Three Simple Statements",4648,Mootri
4654,"British India",,,CREATED,78,TRUE,4644,"Three Simple Statements",2993,India
4662,Unknown,Unknown,,MAYBE,,,4142,Wages,,
4677,"Walton refugee camp",Muslim,Nominal,MAYBE,,TRUE,4368,"A Girl from Delhi",,
4678,"Hira Mandi",Muslim,,FALSE,,,4368,"A Girl from Delhi",,
4684,"Khanni Village",,,MAYBE,,,4364,"From Khanni to Bhikhi",,
4690,"Miyan Chak",,,MAYBE,,,4364,"From Khanni to Bhikhi",,
4691,Bhikhi,,,MAYBE,,,4364,"From Khanni to Bhikhi",,
4801,Chanakyapuri,Unknown,,CREATED,,,4746,"Of One Community",4789,Chanakyapuri
4814,"Gurdwara Bangla Sahib",Sikh,Self-identified,CREATED,,FALSE,4807,"The Parade",4815,"Gurdwara Bangla Sahib"
4831,Rawalpindi,Sikh,Speculation,CREATED,,TRUE,4807,"The Parade",33,Rawalpindi
4833,"Cornwallis Road",,,CREATED,,TRUE,4746,"Of One Community",4790,"Cornwallis Road"
4836,"Takhat Pari",Unknown,,CREATED,,TRUE,4746,"Of One Community",4791,"Takht Parhi"
4837,Basali,,,CREATED,,TRUE,4746,"Of One Community",4792,Basali
4846,Rawalpindi,Sikh,Other-identified,TRUE,,TRUE,3251,"Basant The Fool",33,Rawalpindi
4847,"Thoa Khalsa",,,CREATED,,TRUE,4746,"Of One Community",4793,"Thoa Khalsa"
4848,Moradabad,,,CREATED,,TRUE,4746,"Of One Community",4795,Moradabad
4849,Delhi,Unaffiliated,,TRUE,,TRUE,3251,"Basant The Fool",3108,Delhi
4888,"Tarlahi village",Sikh|Hindu,"Other-identified.Narrator other-attributed",CREATED,,FALSE,4882,"A Woman's Integrity",4891,"Tarlahi village"
4905,Patiala,Sikh,Speculation,CREATED,,TRUE,4882,"A Woman's Integrity",3542,Patiala
4907,"Wazirabad Station",Unknown,,CREATED,,TRUE,4882,"A Woman's Integrity",4908,"Wazirabad Station"
4947,Paharganj,Sikh,Speculation,CREATED,,,4807,"The Parade",4948,Paharganj
4949,Abbottabad,Unknown,,CREATED,,TRUE,4807,"The Parade",4950,Abbottabad
4952,Sheikhupura,,,CREATED,,TRUE,4807,"The Parade",4953,Sheikhupura
4958,"Multani Dhanda",Unknown,,CREATED,,TRUE,4807,"The Parade",4959,"Multani Dhanda"
4960,"Chuna Mandi",,,CREATED,,TRUE,4807,"The Parade",4961,"Chuna Mandi"
4966,"Punjabi Lane",Hindu|Sikh,Speculation,CREATED,,,4807,"The Parade",4967,"Punjabi Lane"
4976,"Tees Hazari refugee camp",Muslim,,CREATED,,,4807,"The Parade",4977,"Tees Hazari -Refugee Camp"
4993,"House - Sharifan's House",Muslim,"Other-identified.Character other-attributed",FALSE,,,4988,"Bitter Harvest",,
4994,"Small House - Bimla's House",Hindu,"Other-identified.Character other-attributed",FALSE,,,4988,"Bitter Harvest",,
5023,Unknown,,,FALSE,,,4990,"The Benefits of Ignorance",,
5024,Unknown,,,FALSE,,,4989,"A Believer’s Version",,
5065,"Khalil's house",,,FALSE,,TRUE,5046,Crusader,,
5071,"Shah's House",,,FALSE,,,5046,Crusader,,
5074,"Choudhry Khuda Bakhsh Varaich's House",,,FALSE,,,5046,Crusader,,
5077,"Gondlanwala village",,,TRUE,,TRUE,5046,Crusader,4875,"Gondlanwala village."
5083,"Rama Shah's verandah",,,FALSE,,,5046,Crusader,,
5089,"kamoki camp",Unknown,,MAYBE,,FALSE,5046,Crusader,4877,"Kamoki Refugee Camp"
5141,Amritsar,Sikh,,CREATED,,,3170,"A New Taj Mahal",3543,Amritsar
5142,"Amritsar-Lahore Express",,,CREATED,,TRUE,3170,"A New Taj Mahal",5144,"Amritsar-Lahore Express"
5149,Wagah,,,CREATED,,,3170,"A New Taj Mahal",3617,"Wagah Border"
5167,Lahore,,,CREATED,,,3170,"A New Taj Mahal",1348,Lahore
5170,"Farid Chowk",Unknown,,TRUE,,TRUE,3384,"The Dutiful Daughter",4987,"Farid Chowk -Amritsar"
5172,Rawalpindi,,,CREATED,,,3170,"A New Taj Mahal",33,Rawalpindi
5251,"Roof of the kotha",,,FALSE,,,4368,"A Girl from Delhi",,
5258,"Local laundry roof",,,FALSE,,,4368,"A Girl from Delhi",,
5263,"Army truck",Muslim,,FALSE,,,4368,"A Girl from Delhi",,
5266,"Train to Lahore",Muslim,Definitional,TRUE,,,4368,"A Girl from Delhi",,
5270,"Inexpensive hotel",,,FALSE,,,4368,"A Girl from Delhi",,
5279,"Nasim's house",Muslim,,FALSE,,,4368,"A Girl from Delhi",,
5285,Courtyard,,,FALSE,,,4368,"A Girl from Delhi",,
5296,Lahore,Muslim,Definitional,TRUE,,,4368,"A Girl from Delhi",,
5302,"Achhan Khan's kotha",Muslim,,FALSE,,,4368,"A Girl from Delhi",,
5310,"Public Urinal",,,CREATED,,,4989,"A Believer’s Version",,
5312,"Flat 16",,,FALSE,,,4989,"A Believer’s Version",,
5314,Bazaar,,,MAYBE,,,4989,"A Believer’s Version",,
5381,Malerkotla,Muslim,,TRUE,,,5357,Azaan,3846,Malerkotla
5384,Barnala,,,TRUE,,,5357,Azaan,,
5385,Batala,,,TRUE,,,5357,Azaan,,
5386,Ambala,,,TRUE,,,5357,Azaan,,
5387,"Mandi Bahauddin",,,TRUE,,,5357,Azaan,36,"Mandi Bahauddin"
5388,Chandigarh,,,TRUE,,,5357,Azaan,,
5389,Sialkot,,,TRUE,,,5357,Azaan,,
5390,Islamabad,,,TRUE,,,5357,Azaan,,
5391,"Gawalmindi neighbourhood, Rawalpindi",,,TRUE,,,5357,Azaan,,
5478,Amritsar,,,TRUE,,,3231,"The Return",3543,Amritsar
5479,"Mughalpura, Lahore",Muslim,Definitional,TRUE,,,3231,"The Return",3363,"Mughalpura, Lahore"
5480,Punjab,,,TRUE,,,4525,"The Great Divide",3448,Punjab
5481,India,Hindu,Definitional,TRUE,,TRUE,4525,"The Great Divide",2993,India
5482,Pakistan,Muslim,Definitional,TRUE,,TRUE,4525,"The Great Divide",4640,Pakistan
5497,"Abdul's Residence",,,CREATED,,,4989,"A Believer’s Version",,
5515,Delhi,,,CREATED,,,5304,"The Minor Gandhis",3108,Delhi
5516,Meerut,Muslim,"Other-identified.Character other-attributed",CREATED,,,5304,"The Minor Gandhis",5517,Meerut
5519,Pakistan,Muslim,,CREATED,,,5304,"The Minor Gandhis",4640,Pakistan
5521,"Irwin Hospital",,,CREATED,,,5304,"The Minor Gandhis",5522,"Irwin Hospital, Delhi"
5530,"Tees Hazari Camp",Muslim,"Other-identified.Narrator other-attributed",CREATED,,,5304,"The Minor Gandhis",5531,"Tees Hazari Camop"
5535,"Kucha Ram Lakhan",Hindu,Other-identified,CREATED,,,5304,"The Minor Gandhis",5537,"Kucha Ram Lakhan"
5547,"The city",,,MAYBE,,,4989,"A Believer’s Version",,
5549,Mosque,Muslim,,MAYBE,,,4989,"A Believer’s Version",,
5568,"Back Street",,,CREATED,,,4989,"A Believer’s Version",,
5570,Street,,,CREATED,,,4989,"A Believer’s Version",,
5614,"Ranbir Singh Pura tehsil",Sikh,Nominal,TRUE,,TRUE,5584,"The Border",5600,"Ranbir Singh Pura tehsil"
5618,Suchetgarh,Unknown,Speculation,TRUE,,TRUE,5584,"The Border",5604,Suchetgarh
5619,Jammu,Muslim,Speculation,TRUE,,TRUE,5584,"The Border",5601,Jammu
5620,Sialkot,Muslim,Speculation,TRUE,,TRUE,5584,"The Border",5602,Sialkot
5621,Narowal,Muslim,Speculation,TRUE,,TRUE,5584,"The Border",5603,Narowal
5622,"Babey di Ber gurdwara",Sikh,Definitional,TRUE,,TRUE,5584,"The Border",5605,"Babey di Ber gurdwara"
5623,Phulra,Sikh,Speculation,TRUE,,TRUE,5584,"The Border",5606,Phulra
5624,Khasiri,Muslim,Speculation,TRUE,,TRUE,5584,"The Border",5607,Khasiri
5625,Khanachak,Muslim,Speculation,TRUE,,TRUE,5584,"The Border",5609,Khanachak
5626,Ludhiana,Sikh,Speculation,TRUE,,TRUE,5584,"The Border",5610,Ludhiana
5627,Patiala,Sikh,Speculation,TRUE,,TRUE,5584,"The Border",5611,Patiala
5628,Delhi,Hindu,Speculation,TRUE,,TRUE,5584,"The Border",5612,Delhi
5656,"Laddewala Varaich",,,TRUE,,,3177,"A Village called Laddewala Varaich",5657,"Laddewala Varaich"
5660,Gondlanwala,,,TRUE,,,3177,"A Village called Laddewala Varaich",,
