"Character H-ID","Family name","Given name(s)",Nickname,"Page First Mentioned",Gender,Number,Religion,"Religious attribution","Religious conversion",Vitality,"Cause of death",Non-human,"Country of birth"
1103,Singh,Shangara,,88,Male,Group,Sikh,Nominal,,,,,
1104,Singh,Deepo,,88,Unknown,Group,Sikh,Nominal,,,,,
1105,Unknown,Guests,,182,Unknown,Group,Hindu|Muslim,Speculation,,,,,
1108,Singh,Amro,,88,Female,Group,Sikh,Nominal,,,,,
1111,"Hukum Chand's orderly daughter",Sundari,,88,Female,Group,Muslim,Nominal,,,,,
1122,"local midwife",Unknown,,204,Female,Single,Unknown,,,,,,
1123,"Civil Servant",Unknown,,204,Male,Single,Unknown,,,,,,
1125,"Scrutiny Committee Chair",Unknown,,19,Male,Single,Unknown,,,,,,
1136,"Constable 3 (Iqbal's arrest)",Unknown,,30,Male,Single,Sikh,Speculation,,,,,India
1137,"Constable 4 (Iqbal's arrest)",Unknown,,30,Male,Single,Sikh,Speculation,,,,,India
1138,"Head Constable",Unknown,,31,Male,Single,Sikh,Speculation,,,,,India
1140,Ram,Mansa,,88,Male,Single,Sikh,Nominal,,,,,
1141,"Volunteers to fight back the Muslims",Unknown,,76,Male,Group.Male-dominant,Sikh,"Other-identified.Character other-attributed",,,,,
1142,"Camp commander",Unknown,,79,Male,Single,Muslim,Speculation,,,,,
1143,"One of the watchmen",Karnaila,,72,Male,Group.Male-dominant,Sikh,Speculation,,,,,
1144,"Shepherd boy",Unknown,,71,Male,Single,Unknown,,,,,,
1145,"Old Peasant who was murdered",Unknown,,73,Male,Group,Muslim,Speculation,,,,,
1151,"Sentry Sahib",Unknown,,61,Male,Single,Unknown,,,,,,
1153,"Muslim Officer",Unknown,,69,Male,Single,Muslim,,,,,,
1154,"Pathan Soldiers",Unknown,,68,Male,Group,Muslim,Definitional,,,,,
1155,"Sikh Officer",Unknown,,69,Male,Single,Sikh,Definitional,,,,,
1159,"Muslim League",Unknown,,37,Unknown,Group,Muslim,Definitional,,,,,
1162,"Gardener's wife",Unknown,,44,Female,Single,Unknown,,,,,,
1184,"Party of Hijras in Chundunnugger",Unknown,,53,Hijra,Group,Unaffiliated,"Other-identified.Character other-attributed",,,,,
1185,"European memsahibs",Unknown,,55,Female,Group,Unknown,,,,,,
1187,"Policeman 2 (Police Station)",Unknown,,57,Male,Single,Sikh,Speculation,,,,,
1189,"Policeman 3 (Police Station)",Unknown,,57,Male,Single,Sikh,Speculation,,,,,
1206,"Soldier 1 in the Train Station",Unknown,,61,Male,Single,Unknown,Speculation,,,,,
1207,"Group of Prisoners 1",Unknown,,61,Unknown,Group,Unknown,Definitional,,,,,
1212,"Mano Majra Villagers",Unknown,,61,Unknown,Group,Sikh,Definitional,,,,,
1234,Singh,Kishan,,105,Male,Single,Sikh,Definitional,,,,,
1236,Singh,"Sardar Hari",,105,Male,Single,Sikh,Nominal,,,,,
1237,Sikhs,Nihang,,105,Male,Group.Male-dominant,Sikh,Nominal,,,,,
1238,"Bead maker","Bishan Singh",,106,Male,Single,Sikh,Nominal,,,,,
1241,Rasool,"Sheikh Ghulam",,106,Male,Single,Muslim,Definitional,,,,,
1244,"Congregation of women in Gurudwara",Unknown,,105,Female,Faction,Sikh,,,,,,
1245,"Chief of congregation","Sardar Teja Singh",,107,Male,Single,Sikh,Definitional,,,,,
1246,Singh,Pritam,,107,Male,Single,Sikh,Nominal,,,,,
1247,Oilman,Rahim,,108,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,
1248,Schoolmaster,"Fazal Deen",,108,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,
1256,Farmers,Unknown,,106,Male,Group,Muslim,"Other-identified.Narrator other-attributed",,,,,
1257,Naanbai,Unknown,,63,Male,Group,Muslim,"Other-identified.Narrator other-attributed",,,,,
1260,"Congress Committee Member","Mahatma Gandhi",,25,Male,Single,Hindu,,,,,,
1265,Fakir,Unknown,,23,Male,Single,Muslim,Definitional,,,,,
1269,Dad,Allah,,110,Male,Single,Muslim,,,,,,
1270,Dei,Channan,,110,Female,Single,Hindu,Speculation,,,,,
1271,Singh,Gopal,,110,Male,Single,Sikh,Nominal,,,,,
1272,Khan,Noor,,110,Male,Single,Muslim,Nominal,,,,,
1274,Malang,Kalu,,112,Male,Single,Muslim,Speculation,,,,,
1275,Butcher,Ashraf,,112,Male,Single,Muslim,Nominal,,,,,
1276,Oilman,Nabi,,112,Male,Single,Muslim,,,,,,
1278,Goldsmith,"Sardar Mangal Singh",,112,Male,Single,Sikh,Nominal,,,,,
1279,"Cloth Merchant","Pritam Singh",,112,Male,Single,Sikh,Nominal,,,,,
1280,Grocer,"Bhagat Singh",,112,Male,Single,Sikh,Nominal,,,,,
1281,Singh,Baldev,,113,Male,Single,Sikh,Nominal,,,,,
1282,Blacksmith,"Karim Bakhsh",,113,Male,Single,Muslim,Speculation,,,,,
1289,Rioters,Unknown,,100,Male,Mob,Muslim,,,,,,
1299,"Akran Ali's friend",Unknown,,117,Female,Single,Muslim,Speculation,,,,,
1322,"Mullah from the Mosque",Unknown,,123,Male,Single,Muslim,Definitional,,,,,
1327,"Train Passengers",Unknown,,24,Unknown,Group,Unknown,,,,,,
1333,Sweeper,Unknown,,17,Male,Single,Unknown,,,,,,
1355,Hindus,Unknown,,7,Unknown,Group,Hindu,,,,,,
1359,Unknown,"Indian and Pakistani police",,77,Male,Group.Male-dominant,Unknown,"Other-identified.Character other-attributed",,,,,
1368,"Women from Mano Majra",Unknown,,7,Female,Group.Female-dominant,Unknown,,,,,,
1372,"Muslim Visitor",Unknown,,28,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,
1380,"Officer in charge of the unit of Sikh soldiers",Unknown,,42,Male,Single,Sikh,Speculation,,,,,
1383,"Loitering Villagers",Unknown,,42,Unknown,Group,Unknown,,,,,,
1384,"Man sent to Chundunnugger",Unknown,,42,Male,Single,Unknown,,,,,,
1399,Government,Unknown,,167,Unknown,Group,Unaffiliated,,,,,,
1432,"Posse of 10 men",Unknown,,31,Male,Group.Male-dominant,Unknown,,,,,,
1445,"Mano Majra Sikhs",Unknown,,53,Unknown,Group,Sikh,Definitional,,,,,
1452,"2 Policemen accompanying Iqbal and Juggut to Police Station in Chundunnugger",Unknown,,36,Male,Group,Unknown,,,,,,
1455,"Sikh Troops",Unknown,,37,Unknown,Group,Sikh,Definitional,,,,,
1462,"Chundunnugger Constables",Unknown,,38,Male,Group,Unknown,,,,,,
1468,Subinspector,Unknown,,14,Male,Single,Sikh,,,,,,
1475,"Dacoits including Malli who later get arrested.",Unknown,,9,Male,Group.Male-dominant,Unknown|Sikh,"Other-identified.Character other-attributed",,,,,
1479,"Ranvir, Indra, Manohar, Shambhu","4 'warriors'",,89,Male,Group.Male-dominant,Hindu,Self-identified,,,,,
1481,"Sikh Peasants of Mano Majra",Unknown,,69,Unknown,Group,Sikh,Definitional,,,,,
1487,Unknown,Indra,,89,Male,Single,Hindu,Definitional,,,,,
1492,Unknown,Shambhu,,88,Male,Single,Hindu,Definitional,,,,,
1496,Lal,Manohar,,88,Male,Single,Hindu,,,,,,
1503,"Hukum Chand's driver",Unknown,,47,Male,Single,Unknown,,,,,,
1504,Mahmud,"Mahmud the Dhobi",,89,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,
1505,Unknown,"Rahman the Hammam Keeper",,89,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,
1506,Khan,"Nawabzada Jalal Khan",,89,Male,Single,Muslim,Other-identified,,,,,
1507,Unknown,"Miyan ji",,90,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,
1508,Chunilal,Babu,,90,Male,Single,Hindu,,,,,,
1509,Unknown,"The Perfume Seller (Hawker)",,90,Male,Single,Muslim,,,,,,
1510,"Old woman who accompanies Haseena Begum",Unknown,,18,Female,Single,Unknown,,,,,,
1511,Arjuna,"From Mahabharata, Arjun",,91,Male,Single,Hindu,,,,,,
1519,Singha,Daleep,,71,Male,Group,Sikh,Nominal,,,,,
1520,"Second villager who came tp report about the river",Unknown,,71,Unknown,Single,Sikh,Speculation,,,,,
1568,"Sweeper's Father",Unknown,,17,Male,Single,Unknown,,,,,,
1587,Sahib,Sardar,,75,Male,Group.Male-dominant,Sikh,Nominal,,,,,
1589,Cobbler,Unknown,,45,Male,Single,Muslim,Definitional,,,,,
1590,"Tonga Driver",Unknown,,45,Male,Single,Muslim,Definitional,,,,,
1591,"Ranvir's Classmate",Hamid,,45,Male,Single,Muslim,Definitional,,,,,
1594,"Family living next door to Ranvir",Unknown,,45,Unknown,Group,Muslim,Definitional,,,,,
1600,Oilmen,Unknown,,106,Male,Group,Muslim,,,,,,
1602,"Congregation of men in Gurudwara",Unknown,,105,Male,Faction,Sikh,Definitional,,,,,
1638,"Sardar Hakim Singh's wife",Unknown,,58,Female,Single,Sikh,Nominal,,,,,
1639,"Gurkha Chowkidar",Rambali,,59,Male,Single,Hindu,,,,,,
1640,Unknown,"Kalu the sweeper",,95,Male,Single,Christian,"Other-identified.Character other-attributed",,,,,
1641,"Not Applicable",Chamars,,62,Unknown,Group,Unknown,,,,,,
1644,Unknown,Jilani,,60,Male,Single,Muslim,Nominal,,,,,
1646,"Low Caste/Chamar",Nathu,,61,Male,Single,Hindu,Nominal,,,,,
1647,Ali,Murad,,61,Male,Single,Muslim,Nominal,,,,,
1653,"Congress Announcer",Shankar,,62,Male,Single,Hindu,Nominal,,,,,
1654,Coolie,Unknown,,62,Male,Single,Unknown,,,,,,
1657,Sahab,Pir,,64,Male,Single,Muslim,Definitional,,,,,
1658,"Men sitting at Naan Shop",Unknown,,62,Male,Group.Male-dominant,Unknown,,,,,,
1667,Unknown,"The man across the field",,93,Unknown,Single,Unknown,,,,,,
1676,Unknown,"Group of villagers",,72,Male,Group.Male-dominant,Muslim,"Other-identified.Character other-attributed",,,,,
1705,"Begum Waheed's and Mrs Wadia's chauffeurs",Unknown,,129,Unknown,Group,Unknown,,,,,,
1712,Unknown,"Begum Waheeda",,129,Female,Single,Muslim,Nominal,,,,,
1717,"Unknown Muslim Girl",Unknown,,132,Female,Single,Muslim,Nominal,,,,,
1718,"Unknown Hindu Boy",Unknown,,132,Male,Single,Hindu,Nominal,,,,,
1727,Unknown,Majida,,149,Female,Single,Muslim,Self-identified,,,,,
1735,Unknown,"Begum Waheed",,129,Female,Single,Muslim,Nominal,,,,,
1737,"Mrs Wadia",Unknown,,129,Female,Single,Unaffiliated,Self-identified,,,,,
1738,Unknown,"Hakiman Bua",,149,Female,Single,Unknown,Speculation,,,,,
1742,Unknown,Unknown,,220,Unknown,Group.Male-dominant,Unknown,Speculation,,,,,
1743,Unknown,Unknown,,220,Male,Single,Unknown,Self-identified,,,,,
1747,Unknown,Unknown,,223,Male,Single,Unknown,Speculation,,,,,
1748,Unknown,Laila,,223,Female,Single,Muslim,Self-identified,,,,,
1749,Unknown,"Raja Chacha",,223,Male,Single,Muslim,Speculation,,,,,
1750,Ali,Raza,,223,Male,Single,Muslim,Self-identified,,,,,
1751,"Unkown :","Raja of Amirpur",,223,Male,Single,Muslim,Speculation,,,,,
1769,Unknown,Taluqdaars,,225,Unknown,Faction,Unknown,Self-identified,,,,,
1771,Unknown,Aunt,,225,Female,Single,Muslim,Self-identified,,,,,
1772,Unknown,"Women's organisations",,225,Female,Faction,Muslim,"Other-identified.Character other-attributed",,,,,
1775,Unknown,"Muslim League",,225,Unknown,Faction,Muslim,Self-identified,,,,,
1776,Unknown,"National Guard",,225,Unknown,Faction,Muslim,Self-identified,,,,,
1778,Unknown,"Nadira's Mother",,225,Female,Single,Muslim,Self-identified,,,,,
1786,Unknown,Nandini,,227,Female,Single,Muslim,Self-identified,,,,,
1787,Unknown,Saliman,,227,Male,Single,Muslim,Self-identified,,,,,
1794,Unknown,Nizaman,,228,Unknown,Single,Muslim,Speculation,,,,,
1795,Unknown,Ayah,,228,Female,Single,Muslim,Speculation,,,,,
1796,"Nandi's father",Unknown,,97,Male,Single,Muslim,Speculation,,,,,
1798,Unknown,Visitors,,230,Unknown,Mob,Muslim,Speculation,,,,,
1816,Unknown,British,,232,Unknown,Faction,Christian,Self-identified,,,,,
1817,Unknown,Hindu,,232,Unknown,Faction,Hindu,Self-identified,,,,,
1818,Unknown,Muslim,,233,Unknown,Faction,Muslim,Self-identified,,,,,
1819,Unknown,Congress,,233,Unknown,Faction,Unaffiliated,Speculation,,,,,
1820,Unknown,"Begum Waheed",,235,Female,Single,Muslim,Self-identified,,,,,
1838,Unknown,"Old Man",,239,Unknown,Single,Unknown,Speculation,,,,,
1851,Unknown,Asad,,243,Male,Single,Muslim,Self-identified,,,,,
1853,Unknown,"Baba Jan",,243,Male,Single,Muslim,Self-identified,,,,,
1861,Unknown,Begum,,245,Female,Single,Muslim,Self-identified,,,,,
1871,"People who would oppose the relationship of Laila and Ameer",Unknown,,247,Unknown,Group,Unaffiliated,,,,,,
1905,Chicken,Unknown,,45,Unknown,Single,Unaffiliated,Definitional,,,,,
1906,"Nandi's husband",Unknown,,253,Male,Single,Unknown,,,,,,
1928,Singh,Ram,,273,Female,Single,Unknown,,,,,,
1933,Wadia,Perin,,276,Female,Single,Hindu,,,,,,
1939,"Leader of the Youth Group",Bodhraj,,47,Male,Single,Hindu,Definitional,,,,,
1941,"Member of the Youth Group",Dharamraj,,47,Male,Single,Hindu,Definitional,,,,,
1943,"Mastaram, Bodhraj's father",Babu,,47,Male,Single,Hindu,Definitional,,,,,
1962,Hasan,Mohsin,,58,Male,Single,Muslim,Speculation,,,,,
1976,Vendor,Nathoo,,58,Male,Single,Hindu,,,,,,
1977,Vendor,Shubhrati,,58,Female,Single,Hindu,,,,,,
1978,Vendor,"Lal Mian",,58,Male,Single,Unknown,,,,,,
2014,"Fruit and Vegetable Seller",Kalloo,,58,Male,Single,Unknown,,,,,,
2015,Bangle-seller,Kariman,,59,Female,Single,Unknown,,,,,,
2017,"Laila's nursemaid","Hakiman Bua",,59,Female,Single,Unknown,,,,,,
2019,Shah,Kamli,,59,Male,Single,Muslim,,,,,,
2028,"King's groom's grand-daughter",Unknown,,147,Female,Single,Christian,Speculation,,,,,
2029,Unknown,Majida,,60,Female,Single,Muslim,Speculation,,,,,
2030,Taluqdars,Unknown,,146,Unknown,Group.Male-dominant,Unknown,,,,,,
2039,Unknown,Zahra,,60,Female,Single,Muslim,Self-identified,,,,,
2043,Das,Ram,,60,Male,Single,Hindu,,,,,,
2051,"Manager of the estate","Naib Sahib",,60,Male,Single,Unknown,,,,,,
2052,Accountant,"Lala Ji",,60,Male,Single,Unknown,,,,,,
2054,"Jumman's wife's brother's aunt",Unknown,,61,Female,Single,Unknown,,,,,,
2061,"Jumman's wife's brother's aunt's son",Unknown,,61,Male,Single,Unknown,,,,,,
2070,Unknown,Maid-servants,,82,Female,Group,Unknown,,,,,,
2075,Unknown,"Baba Mian",,82,Male,Single,Muslim,Speculation,,,,,
2077,Unknown,"Women from the barbers' families",,84,Female,Group,Muslim,Speculation,,,,,
2079,Unknown,"Women who had passed through the stage of tears and sighs",,84,Female,Group,Muslim,Speculation,,,,,
2080,Unknown,"Aunt Majida",,84,Female,Single,Muslim,Speculation,,,,,
2081,Unknown,"Rani of Amirpur",,84,Female,Single,Muslim,Speculation,,,,,
2082,Unknown,"Rani Sahiba",,84,Female,Single,Muslim,Speculation,,,,,
2083,Unknown,"Rani Sahiba’s daughters in law",,84,Female,Group,Muslim,Speculation,,,,,
2084,Unknown,"Little boys of eleven",,84,Male,Group,Muslim,Speculation,,,,,
2085,Unknown,"Rani Sahiba’s daughters",,84,Female,Group,Muslim,Speculation,,,,,
2086,Unknown,"Rani Sahiba’s companions",,84,Unknown,Group,Unknown,,,,,,
2088,Unknown,"Rani Sahibas’s maid servants",,84,Female,Group,Muslim,Speculation,,,,,
2090,Unknown,"Waiting women",,84,Female,Group,Muslim,Speculation,,,,,
2091,"Zahra and Laila's friends",Unknown,,63,Unknown,Group,Unknown,,,,,,
2093,"The Hakim's wife",Unknown,,63,Female,Single,Muslim,,,,,,
2094,"Lawyer's wife",Unknown,,63,Female,Single,Muslim,,,,,,
2096,"Rani of Bhimnagar",Unknown,,63,Female,Single,Unknown,,,,,,
2098,"Indian Christian Lady Doctor",Unknown,,63,Female,Single,Christian,,,,,,
2100,"Thakur Balbir Singh's wife",Unknown,,63,Female,Single,Hindu,,,,,,
2101,Unknown,Kamal,,87,Male,Single,Muslim,Speculation,,,,,
2103,"Rani Sahiba of Amirpur",Unknown,,63,Female,Single,Hindu,,,,,,
2104,Unknown,Driver,,88,Unknown,Single,Unknown,,,,,,
2107,Unknown,Englishman,,88,Male,Single,Christian,Speculation,,,,,
2108,Unknown,"King of Oudh",,88,Male,Single,Muslim,Speculation,,,,,
2109,Unknown,Nawab,,88,Male,Single,Muslim,Speculation,,,,,
2110,Unknown,"Beautiful courtesan mistress",,88,Female,Single,Muslim,Speculation,,,,,
2111,Unknown,"British soldiers",,89,Male,Group,Christian,Speculation,,,,,
2112,Unknown,"Anglo-Indian girls",,89,Female,Group,Unknown,,,,,,
2114,"English people",Unknown,,90,Unknown,Group,Christian,Speculation,,,,,
2115,Unknown,"White soldiers",,90,Male,Group,Christian,Speculation,,,,,
2117,Unknown,Nawabs,,92,Male,Group,Muslim,Speculation,,,,,
2118,Unknown,Peasants,,92,Unknown,Group,Unknown,,,,,,
2119,unknown,"Women in dusty swirling skirts",,92,Female,Group,Unknown,,,,,,
2120,Unknown,Sharifan,,93,Female,Single,Muslim,Speculation,,,,,
2121,Unknown,"Relatives from Hasanpur",,95,Unknown,Group,Unknown,,,,,,
2122,Unknown,"Relatives from neighbouring villages",,95,Unknown,Group,Unknown,,,,,,
2123,Unknown,"Village women",,95,Female,Group,Unknown,,,,,,
2124,Unknown,"Village womens' children",,95,Unknown,Group,Unknown,,,,,,
2125,Unknown,"Woman nursing her baby",,95,Female,Single,Unknown,,,,,,
2126,Unknown,Zainab,,95,Female,Single,Muslim,Speculation,,,,,
2127,Unknown,"Zainab's grandmother",,96,Female,Single,Muslim,Speculation,,,,,
2128,Unknown,"Nandi’s Uncle’s Wife",,96,Female,Single,Unknown,,,,,,
2129,Unknown,"Nandi’s Grandmother",,96,Female,Single,Muslim,Speculation,,,,,
2130,Unknown,"Uncles and Cousins who wander in and out of zenanas",,97,Male,Group,Muslim,Speculation,,,,,
2131,Unknown,"Moulvis’s daughter",,97,Female,Single,Muslim,Speculation,,,,,
2134,Unknown,"Phuphi Jan",,97,Female,Single,Muslim,Speculation,,,,,
2135,Unknown,"Old lady",,98,Female,Single,Unknown,,,,,,
2137,Unknown,"Laila’s great grandfather’s brother's descendants",,98,Unknown,Group,Muslim,Speculation,,,,,
2138,Unknown,Man-servant,,98,Male,Single,Muslim,Speculation,,,,,
2139,Unknown,"Head carpenter",,98,Male,Single,Unknown,,,,,,
2140,Unknown,"Zainab's father",,99,Male,Single,Muslim,Speculation,,,,,
2141,Unknown,"Zainab's mother",,99,Female,Single,Muslim,Speculation,,,,,
2142,Unknown,Kalvi,,100,Female,Single,Unknown,,,,,,
2143,Unknown,"Dadi Amma",,99,Female,Single,Muslim,Speculation,,,,,
2144,Unknown,"Zainab's eldest brother",,101,Male,Single,Muslim,Speculation,,,,,
2174,Unknown,"Mushtari Bai",,63,Female,Single,Unknown,,,,,,
2180,Singers,Unknown,,65,Unknown,Group,Unknown,,,,,,
2181,Servants,Unknown,,65,Unknown,Group,Unknown,,,,,,
2182,"Male spectators",Unknown,,65,Male,Group.Male-dominant,Unknown,,,,,,
2183,"Female Spectators",Unknown,,65,Female,Group.Female-dominant,Unknown,,,,,,
2184,"Raja of Amripur's grandson",Unknown,,65,Male,Single,Hindu,,,,,,
2185,Doctor,Unknown,,67,Unknown,Single,Unknown,,,,,,
2199,"Baba Jan's friends",Unknown,,67,Unknown,Group,Unknown,,,,,,
2202,Maid-servants,Unknown,,68,Female,Group,Unknown,,,,,,
2207,Unknown,Zahid,,68,Male,Single,Muslim,,,,,,
2213,"Governer's Wife",Unknown,,130,Female,Single,Christian,Speculation,,,,,
2215,"Common women",Unknown,,131,Female,Group,Unknown,,,,,,
2216,"Municipal Board",Unknown,,130,Unknown,Group,Unknown,,,,,,
2243,Singhq,Lal,,121,Male,Single,Unknown,,,,,,
2253,"Man who helps Laila at Baradari",Unknown,,153,Male,Single,Unknown,,,,,,
2254,Tenants,Unknown,,64,Unknown,Group,Unknown,,,,,,
2265,"Crowd at Baradari",Unknown,,153,Unknown,Group,Unknown,,,,,,
2266,"Bearers at Baradari",Unknown,,153,Unknown,Group,Unknown,,,,,,
2267,"Man in the black achkan at Baradari",Unknown,,153,Male,Single,Unknown,,,,,,
2280,Matta,Gujjoo,,64,Unknown,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,
2281,"English women at Baradari",Unknown,,150,Female,Group.Female-dominant,Christian,Speculation,,,,,
2282,"Indian Women at Baradari",Unknown,,150,Female,Group,Unknown,,,,,,
2283,Unknown,Kapoora,,64,Unknown,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,
2287,"Commissioner of the Division",Unknown,,151,Male,Single,Unknown,,,,,,
2288,"Wife of the Commissioner of the Division",Unknown,,151,Female,Single,Unknown,,,,,,
2289,"Deputy Inspector-General",Unknown,,151,Male,Single,Unknown,,,,,,
2291,"Rani of Shahpur",Unknown,,151,Female,Single,Unknown,,,,,,
2300,Singh,Hari,,211,Male,Single,Hindu,Speculation,,,,,
2330,"President of the Taluqdar Association",Unknown,,152,Male,Single,Unknown,,,,,,
2357,"Laila's grandmother",Unknown,,71,Female,Single,Muslim,,,,,,
2361,"Ramzano and Saliman's mother",Unknown,,71,Female,Single,Muslim,,,,,,
2372,"Mob near Mano Majra",Unknown,,65,Unknown,Mob,Unknown,Speculation,,,,,
2376,"Constable 5 who brings chair",Unknown,,80,Male,Single,Unknown,,,,,,
2378,"Armed constable who accompanied Jugga and Iqbal",Unknown,,81,Male,Single,Unknown,,,,,,
2379,"Kunwar of Deorai",Unknown,,151,Male,Single,Unknown,,,,,,
2380,Abbas,"Syed Ali",,151,Male,Single,Muslim,Speculation,,,,,
2381,"Raja of Bilsa",Unknown,,151,Male,Single,Unknown,,,,,,
2382,Maharajkumar,"Vijaya Singh",,151,Male,Single,Hindu,Speculation,,,,,
2383,"Rajkumar of Harwan",Unknown,,151,Male,Single,Unknown,,,,,,
2384,"Younger brother of Maharajkumar Vijaya Singh",Unknown,,151,Male,Single,Hindu,Speculation,,,,,
2385,"Young Nationalist Taluqdars",Unknown,,151,Unknown,Group,Unknown,,,,,,
2387,Nath,"Rai Bahadaur Pushkar",,151,Male,Single,Hindu,Speculation,,,,,
2388,Hyder,"Nawab Sibte",,151,Male,Single,Muslim,Speculation,,,,,
2398,Narayan,"Lala Lakshmi",,70,Male,Single,Hindu,Nominal,,,,,
2399,"Lala's Servant",Nanaku,,70,Male,Single,Hindu,,,,,,
2400,Deen,Fateh,,71,Male,Single,Muslim,Nominal,,,,,
2402,Bakhsh,Hayat,,71,Male,Single,Muslim,Nominal,,,,,
2404,"Narayan/Lala Lakshmi's wife",Unknown,,70,Female,Single,Hindu,,,,,,
2407,Narayan,Vidya,,72,Female,Single,Hindu,,,,,,
2411,Nawaz,Shah,,73,Male,Single,Muslim,Nominal,,,,,
2422,Community,Sikhs,,125,Unknown,Faction,Sikh,Nominal,,,,,
2425,Bereaving,Women,,125,Female,Group.Female-dominant,Sikh,Definitional,,,,,
2428,Bhagan,Mai,,125,Female,Single,Sikh,"Other-identified.Character other-attributed",,,,,
2432,"Unknown dead",Sikh,,125,Unknown,Single,Sikh,Nominal,,,,,
2434,Sahukar,"Pooro's Mother",,2,Female,Single,Hindu,Other-identified,,,,,
2435,Singh,Saudagar,,125,Male,Single,Sikh,Nominal,,,,,
2437,"Unknown, working in Paan shop","Little boys",,125,Male,Group.Male-dominant,Unknown,,,,,,
2439,Narayan,"Lala Lakshmi's daughter, Unknown",,76,Female,Single,Hindu,Nominal,,,,,
2440,Sahukar,"Pooro's Father",,2,Male,Single,Hindu,Other-identified,,,,,
2447,Sheik's,Children,,125,Unknown,Group,Muslim,Nominal,,,,,
2448,Unknown,"Raghunath, Yabu",,77,Male,Single,Muslim,Nominal,,,,,
2453,"Group of children",Unknown,,77,Unknown,Group,Sikh,Speculation,,,,,
2458,Maula,Dad,,77,Male,Single,Muslim,Definitional,,,,,
2459,Khan,Bhabhar,,77,Male,Single,Muslim,Nominal,,,,,
2461,"holding lathis and spears","Group of Muslims",,77,Male,Group.Male-dominant,Muslim,Definitional,,,,,
2465,"Unknown dead",Muslim,,77,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,
2467,"Raghunath's wife",Janaki,,78,Female,Single,Hindu,"Other-identified.Character other-attributed",,,,,
2473,"Deputy Assistant Postmaster Sahib",Bhim,,78,Male,Single,Hindu,Speculation,,,,,
2476,"Raghunath's servant",Milkhi,,79,Male,Single,Hindu,Speculation,,,,,
2477,Committee,War,,126,Unknown,Group.Male-dominant,Sikh,Definitional,,,,,
2481,"Junior Priest","Mehar Singh",,126,Male,Single,Sikh,Nominal,,,,,
2482,"The Skinner",Feroz,,80,Male,Single,Muslim,Nominal,,,,,
2483,"Singh, Grocer",Hira,,126,Male,Single,Sikh,Nominal,,,,,
2491,"Raghunath's daughter",Unknown,,80,Female,Single,Hindu,Nominal,,,,,
2492,"Raghunath's younger brother's wife",Unknown,,80,Female,Single,Hindu,Nominal,,,,,
2494,"Raghunath's family",Group,,80,Unknown,Group,Hindu,Self-identified,,,,,
2495,"Raghunath's ancestral home's neighbour's naanbai",Unknown,,80,Male,Single,Unknown,,,,,,
2499,Unknown,Fighters,,126,Unknown,Group,Muslim,,,,,,
2502,Unknown,"Hindu Girl",,127,Female,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,
2504,Community,Karaars,,127,Unknown,Group,Unknown,,,,,,
2506,"Fighter, Rapist",Nabi,,127,Male,Single,Muslim,Nominal,,,,,
2507,"Fighter, Rapist",Lalu,,127,Male,Single,Muslim,Nominal,,,,,
2508,"Fighter, Rapist",Mira,,127,Male,Single,Muslim,Nominal,,,,,
2509,"Fighter, Rapist",Murtaza,,127,Male,Single,Muslim,Nominal,,,,,
2510,"Fighter, Rapist",Jalal,,127,Male,Single,Muslim,Nominal,,,,,
2512,Unknown,"Baagri Woman",,127,Female,Single,Unknown,,,,,,
2513,Fighter,Aziza,,127,Male,Single,Muslim,Nominal,,,,,
2516,Singh,Nihang,,127,Male,Single,Sikh,Nominal,,,,,
2517,Senior,Priest,,127,Male,Single,Unknown,,,,,,
2519,"Sheikh Noor",Ilahi,,145,Male,Single,Muslim,Nominal,,,,,
2520,Contractor,Munshiram,,145,Male,Single,Unknown,,,,,,
2522,Babu,Prithmichand,,145,Male,Single,Hindu,Nominal,,,,,
2527,"Congress Election Candidate","Lala Shyam Lal",,146,Male,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,
2534,"Chaprasi at Deputy Commissioner's Office",Unknown,,49,Male,Single,Unknown,Nominal,,,,,
2536,"Deputation Members who came to the DC","Bakhshi, Bakhsh, Raghunath and others",,49,Male,Group.Male-dominant,Hindu|Muslim|Sikh,"Other-identified.Narrator other-attributed",,,,,
2538,"Previous Deputy Commissioner",Unknown,,49,Male,Single,Unknown,,,,,,
2539,"Mr Herbert, American Principal of Mission College",Unknown,,49,Male,Single,Christian,Nominal,,,,,
2540,Professor,Raghunath,,49,Male,Single,Hindu,Nominal,,,,,
2544,"Muslim League President",Unknown,,49,Male,Single,Muslim,Definitional,,,,,
2547,Nehru,Jawaharlal,,49,Male,Single,Hindu,Nominal,,,,,
2553,"British Army Cantonment",Unknown,,50,Nonbinary,Group.Male-dominant,Unaffiliated,Definitional,,,,,
