"Text place H-ID","Place name","Location religion","Religious attribution",Geolocation,"Geolocation Page",Mentioned,"Text pointer H-ID","Text pointer RecordTitle","Location pointer H-ID","Location pointer RecordTitle"
3977,Unidentified,,,FALSE,,,3966,"Proper Use",,
3981,Amritsar,,,TRUE,,,3979,"Sweet Moment",,
3982,Bombay,,,TRUE,,,3979,"Sweet Moment",,
3985,Gwalior,,,TRUE,,,3979,"Sweet Moment",,
3997,Unknown,Unknown,,TRUE,,,3990,"FOR NECESSARY ACTION",,
4021,"The house",,,FALSE,,,4002,"The Butcher",,
4036,"Road between Ludhiana and Jalandhar",Sikh,Definitional,TRUE,,,4002,"The Butcher",,
4037,Ludhiana,Sikh,Definitional,TRUE,97,TRUE,4002,"The Butcher",3157,Ludhiana
4116,Lahore,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4120,Karachi,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4122,"West Punjab",,,CREATED,,TRUE,4080,"A Tale of 1947",,
4124,Bombay,,,CREATED,,FALSE,4080,"A Tale of 1947",,
4128,Madras,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4133,Benaras,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4136,Ahmedabad,,,CREATED,,TRUE,4080,"A Tale of 1947",,
4175,Rambagh,Unaffiliated,,TRUE,165,,4048,Sympathy,4179,Rambagh
4176,"Ramdas Sarai",Sikh,Self-identified,TRUE,,,4048,Sympathy,4177,"Ramdas Sarai"
4199,Pakistan,Muslim,,FALSE,,,4048,Sympathy,,
4320,Spain,Unknown,,CREATED,,FALSE,4281,"The New Constitution",4321,Spain
4322,"The Mall",,,CREATED,,FALSE,4281,"The New Constitution",4335,Shahrah-e-Quaid-e-Azam
4323,"Station Adda",,,FALSE,,FALSE,4281,"The New Constitution",,
4324,India,,,CREATED,,TRUE,4281,"The New Constitution",2993,India
4325,Hindustan,,,CREATED,,TRUE,4281,"The New Constitution",2993,India
4326,"District Courts",,,CREATED,,FALSE,4281,"The New Constitution",4337,"District Courts Lahore"
4327,Anarkali,,,CREATED,,TRUE,4281,"The New Constitution",4334,"Anarkali Bazaar"
4328,"Dino's Shop",,,CREATED,,FALSE,4281,"The New Constitution",4334,"Anarkali Bazaar"
4329,Peshawar,,,CREATED,,FALSE,4281,"The New Constitution",4330,Peshawar
4331,"Government College",,,CREATED,,FALSE,4281,"The New Constitution",4336,"Government College University Lahore (GCUL)"
4332,Mozang,,,CREATED,,,4281,"The New Constitution",4333,"Mozang Chungi"
4338,"Choudhry Khuda Bux",,,MAYBE,131,FALSE,4281,"The New Constitution",,
4339,"The stable",,,MAYBE,131,FALSE,4281,"The New Constitution",,
4340,"Mangu's bedroom",,,FALSE,,FALSE,4281,"The New Constitution",,
4341,"Auto showroom",,,MAYBE,133,TRUE,4281,"The New Constitution",,
4342,Cantonment,,,CREATED,,FALSE,4281,"The New Constitution",4343,"Lahore Cantonment"
4344,"Hira Mandi",,,CREATED,,TRUE,4281,"The New Constitution",4345,"Shahi Mohallah"
4346,"Police station",,,MAYBE,135,FALSE,4281,"The New Constitution",,
4351,Ludhiana,,,TRUE,,,3281,"Jathedar Mukand Singh",,
4356,"Narhali Village",Sikh,Definitional,TRUE,,,3281,"Jathedar Mukand Singh",,
4360,"Theekri Majra",Muslim,Nominal,TRUE,,,3281,"Jathedar Mukand Singh",,
4371,India,,,TRUE,,,4368,"A Girl from Delhi",2993,India
4373,"Delhi's red light quarter",Muslim,,FALSE,,,4368,"A Girl from Delhi",,
4374,Delhi,,,TRUE,,,4368,"A Girl from Delhi",3447,Delhi
4375,Pakistan,Muslim,,TRUE,94,,4368,"A Girl from Delhi",,
4376,"Nasim Akhtar's kotha",Muslim,,FALSE,,,4368,"A Girl from Delhi",,
4377,Anandgarh,,,MAYBE,,,4364,"From Khanni to Bhikhi",,
4378,"Street around the corner from the kotha",,,FALSE,,,4368,"A Girl from Delhi",,
4395,"Mughal Chak",Sikh,,TRUE,,,4381,Sikhism,4386,"Mughal Chak"
4396,Mannawala,Sikh,,TRUE,,TRUE,4381,Sikhism,4387,Mannawala
4397,"Gujranwala Refugee Camp",Unknown,,MAYBE,,,4381,Sikhism,4388,"Gujranwala Refugee Camp"
4398,"Qazi da Kot",Muslim,,TRUE,,,4381,Sikhism,4389,"Qazi da Kot"
4399,"Dera Baba Nanak",Unknown,,TRUE,,,4381,Sikhism,4390,"Dera Baba Nanak"
4400,"Rawalpindi division",Sikh|Hindu,,TRUE,,,4381,Sikhism,4391,"Rawalpindi division"
4401,"Guru Nanak Khalsa College, Gujranwala",Sikh,,MAYBE,,TRUE,4381,Sikhism,4392,"Guru Nanak Khalsa College, Gujranwala"
4402,Gharjhakh,Sikh,,TRUE,,,4381,Sikhism,4393,Gharjhakh
4453,"Big residential house",,,FALSE,,,4443,Cooperation,,
4454,Room,,,FALSE,,,4443,Cooperation,,
4474,"The street",,,FALSE,,,4469,Division,,
4475,"Safe spot",,,FALSE,,,4469,Division,,
4498,Amethi,,,TRUE,,,4042,"Ek Onkar Satnam - 1935",4499,Amethi
4505,"Baqir's house",,,FALSE,,,4042,"Ek Onkar Satnam - 1935",,
4515,"Roorkee canal",,,TRUE,,,4042,"Ek Onkar Satnam - 1935",4516,"Roorkee Canal"
4523,"Refugee caravan",,,FALSE,,,4042,"Ek Onkar Satnam - 1935",,
4539,Bombay,,,TRUE,,,4204,"Jinnah Sahib",,
4549,Lahore,Muslim,Definitional,TRUE,,,4204,"Jinnah Sahib",,
4553,Delhi,,,TRUE,,,4204,"Jinnah Sahib",,
4570,"Mount Pleasant Road, Malabar Hill.",,,TRUE,,,4204,"Jinnah Sahib",,
4577,Village,Muslim,Speculation,MAYBE,,,4525,"The Great Divide",3820,Punjab
4578,"Karim's field",,,MAYBE,,,4525,"The Great Divide",3820,Punjab
4579,"Karim's house",,,MAYBE,,,4525,"The Great Divide",3820,Punjab
4580,"Village common",,,MAYBE,,,4525,"The Great Divide",3820,Punjab
4582,Mosque,Muslim,Definitional,MAYBE,,,4525,"The Great Divide",3820,Punjab
4593,Purqazi,Unknown,,TRUE,131,,4042,"Ek Onkar Satnam - 1935",4594,Purqazi
4597,"Government Hospital",Unknown,,FALSE,,,4042,"Ek Onkar Satnam - 1935",,
4602,"Sayyid Mehmood Ghazi’s dargah",Muslim,Definitional,FALSE,,,4042,"Ek Onkar Satnam - 1935",,
