Event H-ID,Start page event,End page event,Page Event Number,Line,Narrative Status,Conflict,Harmony,Religious Syncretism,Partition,Characters(s) in Event H-ID,Characters(s) in Event RecordTitle,Location of Event (Text place) H-ID,Location of Event RecordTitle
1564,90,92,3,"two men entered the gali, one after the other. One pushed a cycle and wore glasses.",,,,,,1479,"Ranvir, Indra, Manohar, Shambhu, 4 'warriors' in Tamas",1516,"The Gali, where Shambu's elderly Grandparents lived. in Tamas"
1565,90,92,4,...he sells perfumes and scented oils. He lives somewhere far away; he always passes this way at this time of day. He’s a Mleccha.’,,Religion,,,,1479,"Ranvir, Indra, Manohar, Shambhu, 4 'warriors' in Tamas",1516,"The Gali, where Shambu's elderly Grandparents lived. in Tamas"
1566,17,17,3,The sound of the car leaving the bungalow woke Hukum Chand from his sleep.,,,,,,120|1333|1568,"Chand, Hukum in Train to Pakistan|Sweeper, Unknown in Train to Pakistan|Sweeper's Father, Unknown in Train to Pakistan",1002,Rest House in Train to Pakistan
1567,91,92,1,"Ranvir winked to give the go-ahead, and Indra rushed outside.",,Religion,,,,1487|1479|796,"Unknown, Indra in Tamas|Ranvir, Indra, Manohar, Shambhu, 4 'warriors' in Tamas|Chairman's Son, Ranvir in Tamas",1516,"The Gali, where Shambu's elderly Grandparents lived. in Tamas"
1569,91,92,2,"‘Where do you live? Come, come along with me.",,Religion,,,,1487|1479|1509,"Unknown, Indra in Tamas|Ranvir, Indra, Manohar, Shambhu, 4 'warriors' in Tamas|Unknown, The Perfume Seller (Hawker) in Tamas",1571,Broken tomb of a pir at the bend of Shambhu's gali in Tamas
1572,17,18,4,Hukum Chand shouted for his servant to get his bath ready and bring in hot water for shaving.,,,,,FALSE,120|735,"Chand, Hukum in Train to Pakistan|Bearer, Unknown in Train to Pakistan",1002,Rest House in Train to Pakistan
1573,18,18,1,The American car drove back into the driveway,,,,,FALSE,120|736|737|729|1510,"Chand, Hukum in Train to Pakistan|Musician 1, Unknown in Train to Pakistan|Musician 2, Unknown in Train to Pakistan|Begum, Haseena in Train to Pakistan|Old woman who accompanies Haseena Begum, Unknown in Train to Pakistan",1002,Rest House in Train to Pakistan
1574,91,92,3,He grabbed hold of the handle of his switchblade.,,Religion,,,,1509|1487,"Unknown, The Perfume Seller (Hawker) in Tamas|Unknown, Indra in Tamas",1571,Broken tomb of a pir at the bend of Shambhu's gali in Tamas
1575,18,18,2,Hukum Chand carefully examined himself in the mirror.,,,,,FALSE,120,"Chand, Hukum in Train to Pakistan",1002,Rest House in Train to Pakistan
1576,18,19,3,"The party stood up to greet the magistrate. The two musicians salaamed,",,,,,FALSE,120|736|737|1510|729|735,"Chand, Hukum in Train to Pakistan|Musician 1, Unknown in Train to Pakistan|Musician 2, Unknown in Train to Pakistan|Old woman who accompanies Haseena Begum, Unknown in Train to Pakistan|Begum, Haseena in Train to Pakistan|Bearer, Unknown in Train to Pakistan",1002,Rest House in Train to Pakistan
1577,74,74,1,Meet Singh read the evening prayer,,,Religion,,FALSE,758,"Singh, Meet in Train to Pakistan",705,Gurudwara in Train to Pakistan
1578,19,19,1,The bearer brought out a hissing paraffin lamp which cast a bright bluish light.,,,,,FALSE,735|120|729,"Bearer, Unknown in Train to Pakistan|Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan",1002,Rest House in Train to Pakistan
1579,74,78,2,Two men walked into the courtyard and shouted,,Religion,Religion,,TRUE,758|768|1587|129,"Singh, Meet in Train to Pakistan|Singh, Banta in Train to Pakistan|Sahib, Sardar in Train to Pakistan|Malli, Unknown in Train to Pakistan",705,Gurudwara in Train to Pakistan
1580,19,20,2,"'Sing anything else you know,’ ordered the magistrate with lordly condescension",,,,,FALSE,120|729|1510,"Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan|Old woman who accompanies Haseena Begum, Unknown in Train to Pakistan",1002,Rest House in Train to Pakistan
1581,92,92,1,"He was dying, less from the wound in his side than from alarm and fear, and the shock of being attacked by an innocent boy",,Religion,,,,1487|1509,"Unknown, Indra in Tamas|Unknown, The Perfume Seller (Hawker) in Tamas",1571,Broken tomb of a pir at the bend of Shambhu's gali in Tamas
1582,20,20,1,Hukum Chand pulled her onto his lap and began to play with her hair.,,,,,FALSE,120|729,"Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan",1002,Rest House in Train to Pakistan
1583,20,20,2,The musicians and the old woman got up.,,,,,FALSE,736|737|1510|120|729,"Musician 1, Unknown in Train to Pakistan|Musician 2, Unknown in Train to Pakistan|Old woman who accompanies Haseena Begum, Unknown in Train to Pakistan|Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan",1002,Rest House in Train to Pakistan
1584,20,20,3,"‘Shall I serve dinner, sir?’",,,,,FALSE,735|120|729,"Bearer, Unknown in Train to Pakistan|Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan",1002,Rest House in Train to Pakistan
1585,20,21,4,‘Are you angry with me? You don’t want to talk to me?’,,,,,FALSE,120|729,"Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan",1002,Rest House in Train to Pakistan
1596,105,105,1,"On entering the gurdwara, the women went and sat to the left.",,,,,,1244|1602,"Congregation of women in Gurudwara, Unknown in Tamas|Congregation of men in Gurudwara, Unknown in Tamas",725,Local Gurdwaras in Tamas
1597,105,106,2,Weapons were being gathered in the long back veranda and in the priest’s room.,,,,,,1234|1237,"Singh, Kishan in Tamas|Sikhs, Nihang in Tamas",725,Local Gurdwaras in Tamas
1598,106,106,2,"Bishan Singh the bead maker, who’d been put on",,,,,,1238,"Bead maker, Bishan Singh in Tamas",1239,Khalsa Kitchen in Tamas
1599,106,106,3,The greatest fear of bombardment was to,,,,,,1241|1256|1257|1600,"Rasool, Sheikh Ghulam in Tamas|Farmers, Unknown in Tamas|Naanbai, Unknown in Tamas|Oilmen, Unknown in Tamas",1242,Sheikh Ghulam Rasool's house in Tamas
1603,107,108,1,Suddenly a wave of excitement swept through the gurdwara,,,,,,1245|149|1246|1602|1244,"Chief of congregation, Sardar Teja Singh in Tamas|Sikh, Nihang in Tamas|Singh, Pritam in Tamas|Congregation of men in Gurudwara, Unknown in Tamas|Congregation of women in Gurudwara, Unknown in Tamas",725,Local Gurdwaras in Tamas
1604,108,109,2,Then he shared details about the current situation,,,,,,1245|1602|149|150,"Chief of congregation, Sardar Teja Singh in Tamas|Congregation of men in Gurudwara, Unknown in Tamas|Sikh, Nihang in Tamas|Singh, Sohan in Tamas",725,Local Gurdwaras in Tamas
1608,54,55,1,After dinner when I went to my room I was surprised to find Asad waiting for me,,,,,,317|487,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1609,55,56,2,"""Were you talking about me, Asad Bhai?""",,Gender,,,,317|318|487|488,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column|Unknown, Zahid in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1625,56,57,2,She began to laugh but stopped short on seeing Hakiman Bua standing at the door,,,,,,318|317|487|488|319,"Hasan, Zahra in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column|Unknown, Zahid in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1630,109,110,2,"At that very moment, while this uproar was taking",,,,,,164|1275,"Dad, Mir in Tamas|Butcher, Ashraf in Tamas",1262,Butcher shops in Tamas
1631,251,251,1,Her daughter began to tell her,,,,,,318,"Hasan, Zahra in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1632,110,110,2,Just then a minor incident occurred,,Religion,,,,1271|1272|164|1275,"Singh, Gopal in Tamas|Khan, Noor in Tamas|Dad, Mir in Tamas|Butcher, Ashraf in Tamas",1262,Butcher shops in Tamas
1633,111,111,1,Gopal Singh the spy ran off screaming,,,,,,1245|1602|150|1271|1237,"Chief of congregation, Sardar Teja Singh in Tamas|Congregation of men in Gurudwara, Unknown in Tamas|Singh, Sohan in Tamas|Singh, Gopal in Tamas|Sikhs, Nihang in Tamas",725,Local Gurdwaras in Tamas
1634,111,112,2,Evening began to fall.,,,,,,1245|662,"Chief of congregation, Sardar Teja Singh in Tamas|Harnam Singh's daughter, Jasbir in Tamas",725,Local Gurdwaras in Tamas
1635,112,113,2,Just then the Nihang Sikh stationed,,Religion,,,,1245|1602|149|1234|1244|662|1278|1279|1280,"Chief of congregation, Sardar Teja Singh in Tamas|Congregation of men in Gurudwara, Unknown in Tamas|Sikh, Nihang in Tamas|Singh, Kishan in Tamas|Congregation of women in Gurudwara, Unknown in Tamas|Harnam Singh's daughter, Jasbir in Tamas|Goldsmith, Sardar Mangal Singh in Tamas|Cloth Merchant, Pritam Singh in Tamas|Grocer, Bhagat Singh in Tamas",725,Local Gurdwaras in Tamas
1636,113,113,2,Baldev Singh suddenly thought of his mother.,,Religion,,,,1281|1282,"Singh, Baldev in Tamas|Blacksmith, Karim Bakhsh in Tamas",1637,Galli to left of gurudwara in Tamas
1651,93,93,1,Nathu sat outside his room anxiously smoking one chillum after another.,,,,,,185|1641,"Servant to Murad Ali, Nathu in Tamas|Not Applicable, Chamars in Tamas",1645,Outside Nathu's Room in Tamas
1655,93,93,2,‘Should I tell my wife everything? She’s an intelligent woman.,,,,,,185,"Servant to Murad Ali, Nathu in Tamas",1645,Outside Nathu's Room in Tamas
1659,93,93,3,Nathu thought of his father.,,,,,,185,"Servant to Murad Ali, Nathu in Tamas",1645,Outside Nathu's Room in Tamas
1660,93,94,3,A man walking along on the other side of the field stopped suddenly.,,,,,,185,"Servant to Murad Ali, Nathu in Tamas",1645,Outside Nathu's Room in Tamas
1661,93,93,4,Nathu’s wife came out of their room wiping her hands with the end of her sari.,,,,,,185|608,"Servant to Murad Ali, Nathu in Tamas|Nathu's wife, Unknown in Tamas",1645,Outside Nathu's Room in Tamas
1664,94,94,5,She came and stood in the doorway and placed her hand on the doorframe as she smiled softly.,,,,,,185|608,"Servant to Murad Ali, Nathu in Tamas|Nathu's wife, Unknown in Tamas",1663,Nathu's Room (Home) in Tamas
1665,94,95,6,Tell me the truth; swear on my head.,,,,,,608|185,"Nathu's wife, Unknown in Tamas|Servant to Murad Ali, Nathu in Tamas",1663,Nathu's Room (Home) in Tamas
1666,95,96,1,"Slowly, Nathu told her the whole story.",,Religion,,,,185|608|1667,"Servant to Murad Ali, Nathu in Tamas|Nathu's wife, Unknown in Tamas|Unknown, The man across the field in Tamas",1663,Nathu's Room (Home) in Tamas
1669,96,96,2,Nathu’s wife froze.,,,,,,608,"Nathu's wife, Unknown in Tamas",1663,Nathu's Room (Home) in Tamas
1670,96,96,3,"""On the road. It was a Hindu–Muslim riot. They say two men were killed.""",,Religion,,,TRUE,1641|185|608,"Not Applicable, Chamars in Tamas|Servant to Murad Ali, Nathu in Tamas|Nathu's wife, Unknown in Tamas",1663,Nathu's Room (Home) in Tamas
1671,96,96,4,Nathu’s wife got up and began sweeping the room mechanically,,,,,,608,"Nathu's wife, Unknown in Tamas",1663,Nathu's Room (Home) in Tamas
1673,72,72,1,Hamida put on a grave face and sighed as the occasion demanded.,,,,,,248,"Sahukars, Pooro in Pinjar",559,Rattoval in Pinjar
1678,73,73,2,drawing back the sleeve of her left arm and showing the tattooed letters,,,,,,248,"Sahukars, Pooro in Pinjar",559,Rattoval in Pinjar
1680,73,73,3,They huddled together like a terrified herd of deer in a jungle cave,,,,,,248|580,"Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar",355,Sakkar village in Pinjar
1681,74,74,1,"when Hamida’s father had died the year before, her mother had often named her",,,,,,248|580,"Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar",355,Sakkar village in Pinjar
1687,75,75,1,She was convinced that no one would ever come for her.,,,,,,580,"Sahukars, Lajo in Pinjar",355,Sakkar village in Pinjar
1690,77,77,1,She saw in Lajo’s face the faces of all the members of the family from which she had been torn away.,,,,,,248|580,"Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar",355,Sakkar village in Pinjar
1691,77,77,2,his eyes brimmed with tears,,,,,,297,"Shaikh, Rashida in Pinjar",355,Sakkar village in Pinjar
1692,77,77,3,"patted Lajo affectionately on the back, as an old father would pat his daughter",,,,,,297|580,"Shaikh, Rashida in Pinjar|Sahukars, Lajo in Pinjar",355,Sakkar village in Pinjar
1693,78,78,1,only Hamida had never given up hope,,,,,,248,"Sahukars, Pooro in Pinjar",355,Sakkar village in Pinjar
1694,78,78,2,They shared their sorrows and tears.,,,,,,248|580,"Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar",355,Sakkar village in Pinjar
1695,78,78,3,She made candy,,,,,,248,"Sahukars, Pooro in Pinjar",355,Sakkar village in Pinjar
1696,78,78,4,She made Lajo a new outfit of pure silk,,,,,,248,"Sahukars, Pooro in Pinjar",355,Sakkar village in Pinjar
1697,79,79,1,Lajo could not raise her eyes to her husband’s,,,,,,580,"Sahukars, Lajo in Pinjar",863,Lahore in Pinjar
1698,79,79,2,The police van was ready,,,,,,1359,"Unknown, Indian and Pakistani police in Pinjar",863,Lahore in Pinjar
1699,79,79,3,Rashida’s face reflected both pride and humility,,,,,,297,"Shaikh, Rashida in Pinjar",863,Lahore in Pinjar
1700,80,80,1,She made her brother release her arm,,,,,,248,"Sahukars, Pooro in Pinjar",863,Lahore in Pinjar
1701,80,80,2,"The bus started on its journey, leaving the deserted road in clouds of dust",,,,,,,,863,Lahore in Pinjar
1702,79,79,4,All they could do was to cry like children,,,,,,248,"Sahukars, Pooro in Pinjar",863,Lahore in Pinjar
1706,129,129,1,I recognised Begum Waheed's and Mrs Wadia's chauffeurs smoking,,,,,,1705,"Begum Waheed's and Mrs Wadia's chauffeurs, Unknown in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1715,132,132,1,Nadira was sure she had been removed from the list,,Gender,,,,433|1712,"Waheed, Nadira in Sunlight on a Broken Column|Unknown, Begum Waheeda in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
1719,132,132,2,"A Muslim girl, from a strict purdah family",,,,,,1717|1718,"Unknown Muslim Girl, Unknown in Sunlight on a Broken Column|Unknown Hindu Boy, Unknown in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
1720,133,133,1,"When the foolish boy's money was spent, he yielded",,Religion,,,,1717|1718,"Unknown Muslim Girl, Unknown in Sunlight on a Broken Column|Unknown Hindu Boy, Unknown in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
1721,133,133,2,Because of communal feelings that had been roused,,Religion,,,,1717,"Unknown Muslim Girl, Unknown in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
1740,133,133,3,She was not wicked,,Gender,,,,317|1737|1712|1735|416,"Hasan, Laila in Sunlight on a Broken Column|Mrs Wadia, Unknown in Sunlight on a Broken Column|Unknown, Begum Waheeda in Sunlight on a Broken Column|Unknown, Begum Waheed in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1833,135,135,1,Jumman was waiting in the inner courtyard,,,Religion,,,317|343|484,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Jumman in Sunlight on a Broken Column|Unknown, Saliman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1841,135,135,2,It was only a few days that his wife had a still-born baby,,,,,,349,"Unknown, Jumman's wife in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1847,135,136,3,They say she is possesed by devils,,Gender,,,,317|484,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Saliman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1852,136,136,1,The irons were cold in the little room,,,Religion,,,317|343|349|1794,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Jumman in Sunlight on a Broken Column|Unknown, Jumman's wife in Sunlight on a Broken Column|Unknown, Nizaman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1862,136,136,2,"After her mother died on the 'evil' spirit,",,,,,,344|343,"Unknown, Nandi in Sunlight on a Broken Column|Unknown, Jumman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1867,136,137,3,She came to my room the night she returned.,,,Class,,,317|344|484,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Nandi in Sunlight on a Broken Column|Unknown, Saliman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1886,220,220,1,I did not find it as difficult,,,,,,1748|920,"Unknown, Laila in Sunlight on a Broken Column|Husain, Ameer in Sunlight on a Broken Column",1876,Bazaar in Sunlight on a Broken Column
1887,221,224,1,We rode in silence up the short cut,,,,,,1748|920,"Unknown, Laila in Sunlight on a Broken Column|Husain, Ameer in Sunlight on a Broken Column",1880,Ridge in Sunlight on a Broken Column
1888,227,229,1,"She seldom spoke of Saliman, but one",,,,,,344,"Unknown, Nandi in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1889,230,237,1,I sat down at the other end of the sofa,,,,,,1748|416|321|913,"Unknown, Laila in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column|Hasan, Saleem in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1890,239,242,1,It was five minutes after six when the,,,,,,1748|920,"Unknown, Laila in Sunlight on a Broken Column|Husain, Ameer in Sunlight on a Broken Column",427,University in Sunlight on a Broken Column
1891,243,247,1,Asad came up so softly behind me that,,,,,,487|1748,"Unknown, Asad in Sunlight on a Broken Column|Unknown, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1892,41,44,3,"The Secretary stood up, but he",,Religion,,,FALSE,711|712|178|773|722|767|743|749,"Secretary, Unknown in Tamas|Executive Committee Members, Unknown in Tamas|The Sanskrit-knowing Brahman in the congregation, Vanaprasthi in Tamas|Elderly Man who asks about the Shiva Temple Bell, Unknown in Tamas|Sikh Gentlemen, who came with the leaders of the Hindu Organizations in the city, Unknown in Tamas|Sikh Gentleman, who reports that a deputation has gone to meet the Deputy Commissioner, Unknown in Tamas|Another Member, Executive Committee, who spoke after the Chairman promised to pay for the lathis, Unknown in Tamas|Lala Ji, Elderly Gentleman, one of the outsiders attending the Executive Committee meeting, Lakshmi Narayan in Tamas",720,"Temple, Congregation in Tamas"
1893,44,44,1,"When he reached home, the philanthropic Chairman learned",,Religion,,,,741,"Chairman, Executive Committee, Unknown in Tamas",1894,Chairman's house in Tamas
1895,44,45,2,"At the same time that his father, the Chairman",,Religion,,,FALSE,796|739,"Chairman's Son, Ranvir in Tamas|Vrat, Master Dev, head of the akhara in Tamas",1896,Galis in Tamas
1897,45,45,1,Finally Master Dev Vrat stopped walking,,Religion,,,,739|796|1639,"Vrat, Master Dev, head of the akhara in Tamas|Chairman's Son, Ranvir in Tamas|Gurkha Chowkidar, Rambali in Tamas",1898,Gurkha Chowkidar's Room in Tamas
1899,45,46,2,Master Dev Vrat grabbed Ranvir by the arm,,,,,,739|796|1639,"Vrat, Master Dev, head of the akhara in Tamas|Chairman's Son, Ranvir in Tamas|Gurkha Chowkidar, Rambali in Tamas",1898,Gurkha Chowkidar's Room in Tamas
1900,46,46,1,"‘Ranvir!’ shouted Dev Vrat, slapping him across the face",,,,,,739|1639|1639,"Vrat, Master Dev, head of the akhara in Tamas|Gurkha Chowkidar, Rambali in Tamas|Gurkha Chowkidar, Rambali in Tamas",1898,Gurkha Chowkidar's Room in Tamas
1901,46,46,2,"Ranvir got up and stared at him with heavy, frightened eyes",,,,,,796|739|1639,"Chairman's Son, Ranvir in Tamas|Vrat, Master Dev, head of the akhara in Tamas|Gurkha Chowkidar, Rambali in Tamas",1898,Gurkha Chowkidar's Room in Tamas
1903,253,253,1,A few days after my return,,,,,,344,"Unknown, Nandi in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1904,46,46,3,He pressed down the chicken’s leg with his right boot,,,,,,739|796|1905,"Vrat, Master Dev, head of the akhara in Tamas|Chairman's Son, Ranvir in Tamas|Chicken, Unknown in Tamas",1898,Gurkha Chowkidar's Room in Tamas
1907,46,46,4,"Just then, he noticed that Ranvir had vomited",,,,,,796|739|1639,"Chairman's Son, Ranvir in Tamas|Vrat, Master Dev, head of the akhara in Tamas|Gurkha Chowkidar, Rambali in Tamas",1898,Gurkha Chowkidar's Room in Tamas
1910,46,46,5,"Five minutes later, when he returned, a chicken lay floundering",,,,,,796|739|1905,"Chairman's Son, Ranvir in Tamas|Vrat, Master Dev, head of the akhara in Tamas|Chicken, Unknown in Tamas",1898,Gurkha Chowkidar's Room in Tamas
1912,46,46,6,"‘Get up, Ranvir!’ said Master Dev Vrat",,,,,,739|796,"Vrat, Master Dev, head of the akhara in Tamas|Chairman's Son, Ranvir in Tamas",1898,Gurkha Chowkidar's Room in Tamas
1916,265,266,1,"I am frightened, Laila, not of them",,,,,,317|920,"Hasan, Laila in Sunlight on a Broken Column|Husain, Ameer in Sunlight on a Broken Column",1914,Kemal's room in Sunlight on a Broken Column
1930,273,274,1,Tears welled up in his sunken eye,,,,,,1928|317,"Singh, Ram in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1915,Ashiana in Sunlight on a Broken Column
1931,276,276,276,For Kemal's marriage had been,,,,,,910,"Hasan, Kemal in Sunlight on a Broken Column",1915,Ashiana in Sunlight on a Broken Column
1940,47,47,1,"Everything had been arranged, but the youths",,Religion,,,,796|1939|746|1941,"Chairman's Son, Ranvir in Tamas|Leader of the Youth Group, Bodhraj in Tamas|Youth Wing of the Hindu Community, Unknown in Tamas|Member of the Youth Group, Dharamraj in Tamas",1942,Store-house/Youth Wing Gathering in Tamas
1945,48,48,1,The street was empty,,Religion,,,,796|1941|205,"Chairman's Son, Ranvir in Tamas|Member of the Youth Group, Dharamraj in Tamas|Sweet-Seller, Kubra in Tamas",1946,Sweet Shop in Tamas
1947,48,48,2,When they reached the doorway of the house,,,,,,796|1941,"Chairman's Son, Ranvir in Tamas|Member of the Youth Group, Dharamraj in Tamas",1948,Outside the House (Store-House/Gathering of the Youth) in Tamas
1953,60,60,1,Hamida told Rashida all she had done,,,,,FALSE,297|248,"Shaikh, Rashida in Pinjar|Sahukars, Pooro in Pinjar",334,Rashida's home in Pinjar
1954,60,60,2,She had left her home with her brother,,Gender|Religion,,,FALSE,282|596|580,"Chand, Ram in Pinjar|Lajo's Abductor, Son in Pinjar|Sahukars, Lajo in Pinjar",559,Rattoval in Pinjar
1955,61,61,1,Rashida and his wife made a plan.,,,,,FALSE,248|297|595,"Sahukars, Pooro in Pinjar|Shaikh, Rashida in Pinjar|Lajo's Mother-in-Law, Old Woman in Pinjar",559,Rattoval in Pinjar
1956,61,61,2,Hamida would boldly enter their courtyards,,,,,FALSE,248,"Sahukars, Pooro in Pinjar",559,Rattoval in Pinjar
1957,61,61,3,She peered into the rooms,,,,,FALSE,248,"Sahukars, Pooro in Pinjar",559,Rattoval in Pinjar
1969,62,62,1,A young girl emerged from inside a room,,,,,FALSE,595|248|580,"Lajo's Mother-in-Law, Old Woman in Pinjar|Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar",2754,Lajo's House in Pinjar
1971,58,58,1,"Asad seemed resigned, except that one morning",,,,,,487|318|317,"Unknown, Asad in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1982,62,62,2,Hamida pressed one of her fingers,,,,,FALSE,248|580,"Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar",2754,Lajo's House in Pinjar
1986,62,62,3,Hamida quickly grabbed her arm,,,,,FALSE,248|580,"Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar",2754,Lajo's House in Pinjar
1990,138,138,1,For some time there was a strangeness between,,,,,,317|416,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1993,138,138,2,Her anger was not lessened by the fact that my uncle,,,,,,317|416|321,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1994,138,138,3,Then Zahra came to stay after her return,,,,,,318|689,"Hasan, Zahra in Sunlight on a Broken Column|Ali, Naseer in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1997,64,64,1,Hamida clasped the girl to her bosom,,,Interpersonal,,,248|580,"Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar",2754,Lajo's House in Pinjar
1998,138,138,4,When her mother and Aunt Abida came to complete,,,,,,316|315|485|319,"Hasan, Majida in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Unknown, Ustaniji in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1999,139,139,1,The first night she was alone I went to her room,,,,,,317|315,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2000,139,140,2,"A delicate and intricate code, more rigid than any caste system",,,,,,321|416|318|689,"Hasan, Hamid in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Ali, Naseer in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2002,140,140,1,"Zahra had changed very much in her appearance,",,,,,,318,"Hasan, Zahra in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2003,140,140,2,Everyday he spent a few moments with Aunt Majida,,,,,,689|316,"Ali, Naseer in Sunlight on a Broken Column|Hasan, Majida in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2004,140,140,3,"Just as he was more at ease with my uncle,",,,,,,318|689|321|416,"Hasan, Zahra in Sunlight on a Broken Column|Ali, Naseer in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2007,140,140,4,Zahra had met my cousins Kemal and Saleem while,,,,,,318|910|913,"Hasan, Zahra in Sunlight on a Broken Column|Hasan, Kemal in Sunlight on a Broken Column|Hasan, Saleem in Sunlight on a Broken Column",2005,England in Sunlight on a Broken Column
2008,67,67,1,Lajo did not turn up her nose at him as she had done in the past.,,,Gender|Interpersonal,,FALSE,580|596,"Sahukars, Lajo in Pinjar|Lajo's Abductor, Son in Pinjar",2754,Lajo's House in Pinjar
2009,141,141,1,"Zahra came into my room and, throwing herself",,Gender,,,,317|318,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2010,142,142,1,"""A very wise remak,"" came a voice from beyond",,,,,,317|318|487,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2011,143,143,1,In fact he calls me a renegade!,,Religion,,,,487|488,"Unknown, Asad in Sunlight on a Broken Column|Unknown, Zahid in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2012,143,143,2,"Before Asad could answer, her husband Naseer",,,,,,317|318|689|487,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Ali, Naseer in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2013,144,144,1,I have been there the last three years,,,,,,487,"Unknown, Asad in Sunlight on a Broken Column",670,Delhi in Sunlight on a Broken Column
